timestamp, uuid, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu
2026/09/10 15:04:41.983, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 275.25 W, 40
2026/09/10 15:04:42.184, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.99 W, 40
2026/09/10 15:04:42.384, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.38 W, 40
2026/09/10 15:04:42.584, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 274.70 W, 39
2026/09/10 15:04:42.784, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 272.19 W, 39
2026/09/10 15:04:42.984, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 375.63 W, 44
2026/09/10 15:04:43.184, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 492.49 W, 47
2026/09/10 15:04:43.384, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 612.67 W, 49
2026/09/10 15:04:43.584, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 634.64 W, 45
2026/09/10 15:04:43.784, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 628.89 W, 43
2026/09/10 15:04:43.985, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 525.53 W, 42
2026/09/10 15:04:44.185, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 405.10 W, 41
2026/09/10 15:04:44.385, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 273.85 W, 41
2026/09/10 15:04:44.585, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.50 W, 40
2026/09/10 15:04:44.785, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.78 W, 40
2026/09/10 15:04:44.985, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.26 W, 40
2026/09/10 15:04:45.185, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.98 W, 40
2026/09/10 15:04:45.385, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.71 W, 40
2026/09/10 15:04:45.585, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.68 W, 40
2026/09/10 15:04:45.785, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.18 W, 40
2026/09/10 15:04:45.985, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 258.90 W, 40
2026/09/10 15:04:46.186, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 266.70 W, 40
2026/09/10 15:04:46.386, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 271.36 W, 40
2026/09/10 15:04:46.586, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.09 W, 41
2026/09/10 15:04:46.786, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 294.10 W, 41
2026/09/10 15:04:46.986, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 288.18 W, 41
2026/09/10 15:04:47.186, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 290.57 W, 41
2026/09/10 15:04:47.386, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 300.97 W, 41
2026/09/10 15:04:47.586, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 293.52 W, 40
2026/09/10 15:04:47.786, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.94 W, 40
2026/09/10 15:04:47.986, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 277.53 W, 40
2026/09/10 15:04:48.187, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 267.89 W, 40
2026/09/10 15:04:48.387, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 256.09 W, 40
2026/09/10 15:04:48.587, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.64 W, 40
2026/09/10 15:04:48.789, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.61 W, 40
2026/09/10 15:04:48.990, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.46 W, 40
2026/09/10 15:04:49.190, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.26 W, 40
2026/09/10 15:04:49.390, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.26 W, 40
2026/09/10 15:04:49.590, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.26 W, 40
2026/09/10 15:04:49.790, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.26 W, 40
2026/09/10 15:04:49.990, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.26 W, 40
2026/09/10 15:04:50.190, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.30 W, 40
2026/09/10 15:04:50.390, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.49 W, 40
2026/09/10 15:04:50.590, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.57 W, 40
2026/09/10 15:04:50.790, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.79 W, 40
2026/09/10 15:04:50.990, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 265.24 W, 40
2026/09/10 15:04:51.191, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 272.15 W, 40
2026/09/10 15:04:51.391, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 272.25 W, 40
2026/09/10 15:04:51.591, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 270.46 W, 40
2026/09/10 15:04:51.791, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 268.94 W, 39
2026/09/10 15:04:51.991, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 256.77 W, 39
2026/09/10 15:04:52.191, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 247.02 W, 39
2026/09/10 15:04:52.391, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.43 W, 39
2026/09/10 15:04:52.591, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.05 W, 39
2026/09/10 15:04:52.791, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.93 W, 39
2026/09/10 15:04:52.991, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.69 W, 39
2026/09/10 15:04:53.192, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.51 W, 39
2026/09/10 15:04:53.392, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.29 W, 39
2026/09/10 15:04:53.592, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.11 W, 39
2026/09/10 15:04:53.792, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.10 W, 39
2026/09/10 15:04:53.992, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.30 W, 39
2026/09/10 15:04:54.192, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.28 W, 39
2026/09/10 15:04:54.392, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.59 W, 39
2026/09/10 15:04:54.592, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.65 W, 40
2026/09/10 15:04:54.792, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 263.65 W, 40
2026/09/10 15:04:54.992, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 274.56 W, 40
2026/09/10 15:04:55.192, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 285.46 W, 41
2026/09/10 15:04:55.393, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 296.16 W, 41
2026/09/10 15:04:55.593, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 292.92 W, 40
2026/09/10 15:04:55.793, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 285.83 W, 40
2026/09/10 15:04:55.993, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 276.46 W, 40
2026/09/10 15:04:56.194, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 266.67 W, 40
2026/09/10 15:04:56.394, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 256.66 W, 40
2026/09/10 15:04:56.594, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.60 W, 40
2026/09/10 15:04:56.794, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.26 W, 40
2026/09/10 15:04:56.994, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.26 W, 40
2026/09/10 15:04:57.194, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.26 W, 40
2026/09/10 15:04:57.394, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.30 W, 40
2026/09/10 15:04:57.594, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.46 W, 40
2026/09/10 15:04:57.794, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.69 W, 40
2026/09/10 15:04:57.994, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.83 W, 40
2026/09/10 15:04:58.195, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 262.02 W, 40
2026/09/10 15:04:58.395, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 271.19 W, 41
2026/09/10 15:04:58.595, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 280.08 W, 41
2026/09/10 15:04:58.795, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 288.80 W, 41
2026/09/10 15:04:58.995, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 296.32 W, 41
2026/09/10 15:04:59.195, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 289.93 W, 40
2026/09/10 15:04:59.395, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 280.38 W, 40
2026/09/10 15:04:59.595, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 270.95 W, 40
2026/09/10 15:04:59.796, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 261.61 W, 40
2026/09/10 15:04:59.996, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.49 W, 40
2026/09/10 15:05:00.196, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.36 W, 40
2026/09/10 15:05:00.396, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.16 W, 40
2026/09/10 15:05:00.596, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.16 W, 40
2026/09/10 15:05:00.796, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.12 W, 40
2026/09/10 15:05:00.996, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.96 W, 40
2026/09/10 15:05:01.196, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 255.24 W, 40
2026/09/10 15:05:01.396, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 262.97 W, 40
2026/09/10 15:05:01.596, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 272.31 W, 41
2026/09/10 15:05:01.796, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.80 W, 41
2026/09/10 15:05:01.997, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 290.90 W, 41
2026/09/10 15:05:02.197, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 289.78 W, 40
2026/09/10 15:05:02.397, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 279.80 W, 40
2026/09/10 15:05:02.598, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 270.45 W, 40
2026/09/10 15:05:02.798, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 260.78 W, 40
2026/09/10 15:05:02.999, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.66 W, 40
2026/09/10 15:05:03.199, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.94 W, 40
2026/09/10 15:05:03.399, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:03.599, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:03.799, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:03.999, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.52 W, 40
2026/09/10 15:05:04.199, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.86 W, 40
2026/09/10 15:05:04.399, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.95 W, 40
2026/09/10 15:05:04.599, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.70 W, 40
2026/09/10 15:05:04.799, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 263.98 W, 40
2026/09/10 15:05:04.999, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 273.63 W, 41
2026/09/10 15:05:05.200, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 282.86 W, 41
2026/09/10 15:05:05.400, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 291.26 W, 41
2026/09/10 15:05:05.600, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 292.91 W, 40
2026/09/10 15:05:05.800, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 279.76 W, 40
2026/09/10 15:05:06.001, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 270.90 W, 40
2026/09/10 15:05:06.202, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 260.82 W, 40
2026/09/10 15:05:06.402, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.51 W, 40
2026/09/10 15:05:06.602, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.87 W, 40
2026/09/10 15:05:06.802, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.51 W, 40
2026/09/10 15:05:07.002, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:07.202, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:07.402, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.59 W, 40
2026/09/10 15:05:07.602, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.94 W, 40
2026/09/10 15:05:07.802, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.99 W, 40
2026/09/10 15:05:08.002, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.66 W, 40
2026/09/10 15:05:08.202, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 260.73 W, 40
2026/09/10 15:05:08.403, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 270.75 W, 41
2026/09/10 15:05:08.603, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 280.01 W, 41
2026/09/10 15:05:08.803, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 287.97 W, 41
2026/09/10 15:05:09.003, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 288.09 W, 40
2026/09/10 15:05:09.203, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 278.36 W, 40
2026/09/10 15:05:09.403, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 268.92 W, 40
2026/09/10 15:05:09.603, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 259.45 W, 40
2026/09/10 15:05:09.803, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.58 W, 40
2026/09/10 15:05:10.003, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.60 W, 40
2026/09/10 15:05:10.204, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:10.404, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:10.604, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:10.804, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.48 W, 40
2026/09/10 15:05:11.004, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.56 W, 40
2026/09/10 15:05:11.204, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 255.82 W, 40
2026/09/10 15:05:11.404, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 264.26 W, 41
2026/09/10 15:05:11.604, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 273.81 W, 41
2026/09/10 15:05:11.804, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 282.93 W, 41
2026/09/10 15:05:12.004, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 286.87 W, 40
2026/09/10 15:05:12.204, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.91 W, 40
2026/09/10 15:05:12.405, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 273.27 W, 40
2026/09/10 15:05:12.605, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 264.39 W, 40
2026/09/10 15:05:12.805, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 255.30 W, 40
2026/09/10 15:05:13.005, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.71 W, 40
2026/09/10 15:05:13.205, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:13.405, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.48 W, 40
2026/09/10 15:05:13.605, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.63 W, 40
2026/09/10 15:05:13.805, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.78 W, 40
2026/09/10 15:05:14.005, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 255.96 W, 40
2026/09/10 15:05:14.205, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 264.60 W, 40
2026/09/10 15:05:14.406, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 273.55 W, 41
2026/09/10 15:05:14.606, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 282.53 W, 41
2026/09/10 15:05:14.806, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 287.97 W, 40
2026/09/10 15:05:15.006, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 287.87 W, 40
2026/09/10 15:05:15.206, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 274.72 W, 40
2026/09/10 15:05:15.406, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 265.34 W, 40
2026/09/10 15:05:15.606, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 255.39 W, 40
2026/09/10 15:05:15.806, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.71 W, 40
2026/09/10 15:05:16.006, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:16.206, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:16.406, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.52 W, 40
2026/09/10 15:05:16.606, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.64 W, 40
2026/09/10 15:05:16.807, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 252.46 W, 40
2026/09/10 15:05:17.007, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 262.23 W, 40
2026/09/10 15:05:17.207, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 271.54 W, 41
2026/09/10 15:05:17.407, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.22 W, 41
2026/09/10 15:05:17.607, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 287.20 W, 41
2026/09/10 15:05:17.807, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 285.38 W, 40
2026/09/10 15:05:18.007, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 275.46 W, 40
2026/09/10 15:05:18.207, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 266.55 W, 40
2026/09/10 15:05:18.407, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 257.35 W, 40
2026/09/10 15:05:18.608, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.71 W, 40
2026/09/10 15:05:18.808, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.48 W, 40
2026/09/10 15:05:19.008, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
