case,heads,sequences,tokens,max_chunks,chunk_heads,k2_ctas,mode,round,median_us,min_us,max_us
equal_n8,48,8,8192,64,24576,384,full,0,374.0000009536743,373.8976001739502,374.3072032928467
equal_n8,48,8,8192,64,24576,384,k2,1,231.29279613494873,231.06238842010498,231.494402885437
equal_n8,48,8,8192,64,24576,384,full,1,374.00639057159424,373.7247943878174,374.2271900177002
equal_n8,48,8,8192,64,24576,384,k1,1,141.2768006324768,141.05279445648193,141.28639698028564
equal_n8,48,8,8192,64,24576,384,k1,2,141.29600524902344,141.15840196609497,141.48800373077393
equal_n8,48,8,8192,64,24576,384,full,2,374.00639057159424,373.8271951675415,374.25599098205566
equal_n8,48,8,8192,64,24576,384,k2,2,231.29920959472656,231.28960132598877,231.44640922546387
equal_n8,48,8,8192,64,24576,384,k1,3,141.23519659042358,141.0815954208374,141.46239757537842
equal_n8,48,8,8192,64,24576,384,full,3,373.95520210266113,373.8879919052124,374.1856098175049
equal_n8,48,8,8192,64,24576,384,k2,3,231.31840229034424,231.15839958190918,231.60638809204102
equal_n8,48,8,8192,64,24576,384,k1,4,141.18080139160156,141.0688042640686,141.47520065307617
equal_n8,48,8,8192,64,24576,384,k2,4,231.40480518341064,231.28960132598877,231.81440830230713
equal_n8,48,8,8192,64,24576,384,full,4,374.14400577545166,373.9232063293457,374.2079973220825
equal_n16,48,16,8192,32,24576,768,k1,0,141.46239757537842,141.40479564666748,141.69600009918213
equal_n16,48,16,8192,32,24576,768,full,0,354.4032096862793,354.26878929138184,354.4800043106079
equal_n16,48,16,8192,32,24576,768,k2,0,211.61279678344727,211.48159503936768,211.67359352111816
equal_n16,48,16,8192,32,24576,768,k1,1,141.50079488754272,141.33119583129883,141.6543960571289
equal_n16,48,16,8192,32,24576,768,k2,1,211.8016004562378,211.5744113922119,211.9584083557129
equal_n16,48,16,8192,32,24576,768,full,1,354.27520275115967,354.12158966064453,354.48319911956787
equal_n16,48,16,8192,32,24576,768,k2,2,211.71839237213135,211.52000427246094,211.9584083557129
equal_n16,48,16,8192,32,24576,768,k1,2,141.5168046951294,141.30239486694336,141.6864037513733
equal_n16,48,16,8192,32,24576,768,full,2,354.47680950164795,354.1696071624756,354.6015977859497
equal_n16,48,16,8192,32,24576,768,k1,3,142.09599494934082,141.45920276641846,142.30400323867798
equal_n16,48,16,8192,32,24576,768,k2,3,213.33119869232178,212.89920806884766,214.0575885772705
equal_n16,48,16,8192,32,24576,768,full,3,358.8831901550293,356.4192056655884,359.0816020965576
equal_n16,48,16,8192,32,24576,768,full,4,357.12640285491943,356.47358894348145,358.6944103240967
equal_n16,48,16,8192,32,24576,768,k2,4,213.90080451965332,213.45601081848145,213.93280029296875
equal_n16,48,16,8192,32,24576,768,k1,4,142.25599765777588,142.09280014038086,142.52159595489502
skew8,48,8,8192,288,24576,384,k1,0,147.18400239944458,146.60799503326416,147.47519493103027
skew8,48,8,8192,288,24576,384,k2,0,601.0496139526367,586.4096164703369,628.5280227661133
skew8,48,8,8192,288,24576,384,full,0,735.5199813842773,721.2863922119141,776.035213470459
skew8,48,8,8192,288,24576,384,full,1,748.8063812255859,721.3215827941895,749.286413192749
skew8,48,8,8192,288,24576,384,k1,1,146.29119634628296,146.070396900177,146.39999866485596
skew8,48,8,8192,288,24576,384,k2,1,586.7167949676514,559.119987487793,600.7743835449219
skew8,48,8,8192,288,24576,384,k2,2,587.3631954193115,586.8319988250732,627.945613861084
skew8,48,8,8192,288,24576,384,k1,2,146.2272047996521,146.0319995880127,146.74880504608154
skew8,48,8,8192,288,24576,384,full,2,749.2991924285889,748.8448143005371,775.8336067199707
skew8,48,8,8192,288,24576,384,k2,3,600.2463817596436,573.2704162597656,613.8175964355469
skew8,48,8,8192,288,24576,384,full,3,749.0079879760742,721.4879989624023,776.2752056121826
skew8,48,8,8192,288,24576,384,k1,3,146.34239673614502,146.17919921875,146.50880098342896
skew8,48,8,8192,288,24576,384,k1,4,146.41599655151367,146.2272047996521,146.8000054359436
skew8,48,8,8192,288,24576,384,k2,4,586.8768215179443,573.0432033538818,614.3712043762207
skew8,48,8,8192,288,24576,384,full,4,749.1712093353271,735.4559898376465,776.4639854431152
ragged6,48,6,8192,192,24720,288,full,0,545.5455780029297,545.3504085540771,546.0288047790527
ragged6,48,6,8192,192,24720,288,k1,0,146.59520387649536,146.48640155792236,146.70720100402832
ragged6,48,6,8192,192,24720,288,k2,0,397.3759889602661,397.3184108734131,397.705602645874
ragged6,48,6,8192,192,24720,288,full,1,545.7888126373291,545.414400100708,546.5023994445801
ragged6,48,6,8192,192,24720,288,k2,1,397.3184108734131,396.9696044921875,397.59039878845215
ragged6,48,6,8192,192,24720,288,k1,1,146.64959907531738,146.50559425354004,146.67199850082397
ragged6,48,6,8192,192,24720,288,full,2,545.5039978027344,545.366382598877,545.743989944458
ragged6,48,6,8192,192,24720,288,k2,2,397.3855972290039,397.379207611084,397.5487947463989
ragged6,48,6,8192,192,24720,288,k1,2,146.59199714660645,146.49280309677124,146.72640562057495
ragged6,48,6,8192,192,24720,288,k1,3,146.61120176315308,146.3520050048828,146.7296004295349
ragged6,48,6,8192,192,24720,288,full,3,545.5455780029297,545.2576160430908,545.6863880157471
ragged6,48,6,8192,192,24720,288,k2,3,397.2896099090576,397.1839904785156,397.5487947463989
ragged6,48,6,8192,192,24720,288,k1,4,146.6655969619751,146.4095950126648,146.80960178375244
ragged6,48,6,8192,192,24720,288,full,4,545.5999851226807,545.2032089233398,546.0224151611328
ragged6,48,6,8192,192,24720,288,k2,4,397.5264072418213,397.36640453338623,397.60639667510986
equal8_varlen,48,8,8192,64,24576,384,k2,0,231.85279369354248,231.40161037445068,231.97119235992432
equal8_varlen,48,8,8192,64,24576,384,k1,0,146.4095950126648,146.18879556655884,146.4735984802246
equal8_varlen,48,8,8192,64,24576,384,full,0,380.348801612854,380.131196975708,380.6175947189331
equal8_varlen,48,8,8192,64,24576,384,full,1,380.29119968414307,380.0704002380371,380.3679943084717
equal8_varlen,48,8,8192,64,24576,384,k1,1,146.36800289154053,146.16960287094116,146.57599925994873
equal8_varlen,48,8,8192,64,24576,384,k2,1,231.79199695587158,231.5999984741211,231.9648027420044
equal8_varlen,48,8,8192,64,24576,384,k1,2,146.2175965309143,146.01279497146606,146.3520050048828
equal8_varlen,48,8,8192,64,24576,384,k2,2,231.70559406280518,231.59360885620117,231.90081119537354
equal8_varlen,48,8,8192,64,24576,384,full,2,380.2687883377075,380.0127983093262,380.5855989456177
equal8_varlen,48,8,8192,64,24576,384,k1,3,146.31680250167847,146.18560075759888,146.6048002243042
equal8_varlen,48,8,8192,64,24576,384,k2,3,231.7215919494629,231.68320655822754,231.90081119537354
equal8_varlen,48,8,8192,64,24576,384,full,3,380.2527904510498,380.1471948623657,380.53441047668457
equal8_varlen,48,8,8192,64,24576,384,full,4,380.1664113998413,380.0256013870239,380.41601181030273
equal8_varlen,48,8,8192,64,24576,384,k1,4,146.1184024810791,145.97439765930176,146.48640155792236
equal8_varlen,48,8,8192,64,24576,384,k2,4,231.6960096359253,231.67040348052979,231.8176031112671
equal_n1,96,1,8192,512,49152,96,k2,0,750.3520011901855,750.1887798309326,750.9344100952148
equal_n1,96,1,8192,512,49152,96,k1,0,273.67680072784424,273.46880435943604,273.7056016921997
equal_n1,96,1,8192,512,49152,96,full,0,1026.7871856689453,1026.6752243041992,1027.1231651306152
equal_n1,96,1,8192,512,49152,96,k2,1,750.4288196563721,749.7856140136719,750.713586807251
equal_n1,96,1,8192,512,49152,96,k1,1,273.6736059188843,273.4560012817383,273.88479709625244
equal_n1,96,1,8192,512,49152,96,full,1,1026.915168762207,1026.7583847045898,1027.2735595703125
equal_n1,96,1,8192,512,49152,96,k2,2,750.32958984375,750.108814239502,750.4543781280518
equal_n1,96,1,8192,512,49152,96,full,2,1027.2224426269531,1026.4191627502441,1027.3920059204102
equal_n1,96,1,8192,512,49152,96,k1,2,273.78880977630615,273.6095905303955,274.10240173339844
equal_n1,96,1,8192,512,49152,96,k2,3,751.5456199645996,751.3023853302002,751.913595199585
equal_n1,96,1,8192,512,49152,96,k1,3,273.58078956604004,273.44961166381836,273.7215995788574
equal_n1,96,1,8192,512,49152,96,full,3,1026.688003540039,1026.198387145996,1027.132797241211
equal_n1,96,1,8192,512,49152,96,k1,4,273.689603805542,273.48480224609375,273.99680614471436
equal_n1,96,1,8192,512,49152,96,full,4,1027.0432472229004,1026.416015625,1027.2192001342773
equal_n1,96,1,8192,512,49152,96,k2,4,751.4016151428223,751.2095928192139,751.4688014984131
equal_n2,96,2,8192,256,49152,192,k1,0,273.7215995788574,273.58078956604004,274.25920963287354
equal_n2,96,2,8192,256,49152,192,k2,0,520.249605178833,520.1568126678467,520.3743934631348
equal_n2,96,2,8192,256,49152,192,full,0,795.3504085540771,795.2064037322998,795.5391883850098
equal_n2,96,2,8192,256,49152,192,k1,1,273.471999168396,273.2896089553833,273.5039949417114
equal_n2,96,2,8192,256,49152,192,k2,1,520.195198059082,519.8336124420166,520.2943801879883
equal_n2,96,2,8192,256,49152,192,full,1,795.1231956481934,794.927978515625,795.5423831939697
equal_n2,96,2,8192,256,49152,192,k2,2,520.147180557251,519.865608215332,520.2784061431885
equal_n2,96,2,8192,256,49152,192,k1,2,273.638391494751,273.37920665740967,273.72798919677734
equal_n2,96,2,8192,256,49152,192,full,2,795.5071926116943,795.3184127807617,795.5391883850098
equal_n2,96,2,8192,256,49152,192,full,3,795.4976081848145,795.1583862304688,795.7183837890625
equal_n2,96,2,8192,256,49152,192,k2,3,520.1151847839355,519.9711799621582,520.3904151916504
equal_n2,96,2,8192,256,49152,192,k1,3,273.5775947570801,273.2959985733032,273.58720302581787
equal_n2,96,2,8192,256,49152,192,k2,4,520.2816009521484,519.8495864868164,520.5632209777832
equal_n2,96,2,8192,256,49152,192,k1,4,273.4112024307251,273.40800762176514,273.51040840148926
equal_n2,96,2,8192,256,49152,192,full,4,795.3184127807617,795.2256202697754,795.689582824707
equal_n4,96,4,8192,128,49152,384,k1,0,273.70879650115967,273.58078956604004,273.81439208984375
equal_n4,96,4,8192,128,49152,384,k2,0,447.708797454834,447.6448059082031,448.00000190734863
equal_n4,96,4,8192,128,49152,384,full,0,723.5167980194092,723.3727931976318,723.5328197479248
equal_n4,96,4,8192,128,49152,384,k2,1,447.8975772857666,447.63522148132324,448.0800151824951
equal_n4,96,4,8192,128,49152,384,full,1,723.5583782196045,723.4272003173828,723.6127853393555
equal_n4,96,4,8192,128,49152,384,k1,1,273.71840476989746,273.6959934234619,273.98080825805664
equal_n4,96,4,8192,128,49152,384,full,2,737.55202293396,731.7728042602539,744.547176361084
equal_n4,96,4,8192,128,49152,384,k2,2,448.70080947875977,448.1344223022461,448.94399642944336
equal_n4,96,4,8192,128,49152,384,k1,2,273.70879650115967,273.5071897506714,273.907208442688
equal_n4,96,4,8192,128,49152,384,full,3,727.3824214935303,723.5007762908936,732.4480056762695
equal_n4,96,4,8192,128,49152,384,k2,3,448.3391761779785,448.2367992401123,450.2079963684082
equal_n4,96,4,8192,128,49152,384,k1,3,273.9039897918701,273.8912105560303,274.3135929107666
equal_n4,96,4,8192,128,49152,384,full,4,743.0528163909912,737.497615814209,745.7087993621826
equal_n4,96,4,8192,128,49152,384,k2,4,448.62399101257324,447.84321784973145,454.5599937438965
equal_n4,96,4,8192,128,49152,384,k1,4,273.8976001739502,273.6543893814087,274.0864038467407
equal_n8,96,8,8192,64,49152,768,k1,0,274.07360076904297,273.91040325164795,274.4256019592285
equal_n8,96,8,8192,64,49152,768,k2,0,401.3631820678711,401.3184070587158,401.67999267578125
equal_n8,96,8,8192,64,49152,768,full,0,697.705602645874,679.6800136566162,697.9936122894287
equal_n8,96,8,8192,64,49152,768,k2,1,414.1695976257324,413.9967918395996,414.4991874694824
equal_n8,96,8,8192,64,49152,768,full,1,685.3375911712646,685.2223873138428,685.6063842773438
equal_n8,96,8,8192,64,49152,768,k1,1,281.22880458831787,281.04000091552734,281.331205368042
equal_n8,96,8,8192,64,49152,768,k1,2,283.92961025238037,283.50720405578613,284.169602394104
equal_n8,96,8,8192,64,49152,768,k2,2,418.62401962280273,418.35198402404785,418.70718002319336
equal_n8,96,8,8192,64,49152,768,full,2,697.654390335083,697.2127914428711,706.6815853118896
equal_n8,96,8,8192,64,49152,768,full,3,697.6384162902832,697.430419921875,697.9936122894287
equal_n8,96,8,8192,64,49152,768,k1,3,281.3119888305664,281.05599880218506,281.53278827667236
equal_n8,96,8,8192,64,49152,768,k2,3,414.1727924346924,405.11999130249023,414.3360137939453
equal_n8,96,8,8192,64,49152,768,k1,4,278.14719676971436,277.97439098358154,280.0640106201172
equal_n8,96,8,8192,64,49152,768,k2,4,414.4768238067627,414.2335891723633,414.5984172821045
equal_n8,96,8,8192,64,49152,768,full,4,685.7632160186768,684.9472045898438,697.9008197784424
equal_n16,96,16,8192,32,49152,1536,full,0,670.5344200134277,664.3712043762207,672.4575996398926
equal_n16,96,16,8192,32,49152,1536,k1,0,278.0319929122925,277.72159576416016,278.32319736480713
equal_n16,96,16,8192,32,49152,1536,k2,0,395.2960014343262,392.5343990325928,404.67519760131836
equal_n16,96,16,8192,32,49152,1536,k1,1,282.1023941040039,282.041597366333,282.28158950805664
equal_n16,96,16,8192,32,49152,1536,full,1,692.467212677002,690.828800201416,695.3983783721924
equal_n16,96,16,8192,32,49152,1536,k2,1,404.74557876586914,404.54721450805664,404.93760108947754
equal_n16,96,16,8192,32,49152,1536,k1,2,282.1887969970703,282.041597366333,282.24639892578125
equal_n16,96,16,8192,32,49152,1536,k2,2,404.8543930053711,402.3200035095215,404.9056053161621
equal_n16,96,16,8192,32,49152,1536,full,2,686.2143993377686,686.1055850982666,686.575984954834
equal_n16,96,16,8192,32,49152,1536,k1,3,282.28158950805664,281.9744110107422,282.31360912323
equal_n16,96,16,8192,32,49152,1536,k2,3,404.91199493408203,404.7776222229004,405.06558418273926
equal_n16,96,16,8192,32,49152,1536,full,3,691.1776065826416,690.5824184417725,691.2703990936279
equal_n16,96,16,8192,32,49152,1536,k1,4,283.86240005493164,283.57439041137695,285.38880348205566
equal_n16,96,16,8192,32,49152,1536,full,4,695.3792095184326,695.3407764434814,695.4368114471436
equal_n16,96,16,8192,32,49152,1536,k2,4,405.1936149597168,404.57921028137207,407.6416015625
skew8,96,8,8192,288,49152,768,k1,0,282.5920104980469,282.35199451446533,282.9888105392456
skew8,96,8,8192,288,49152,768,full,0,1005.0623893737793,1005.0016403198242,1005.6672096252441
skew8,96,8,8192,288,49152,768,k2,0,720.201587677002,719.2992210388184,721.3280200958252
skew8,96,8,8192,288,49152,768,k2,1,720.143985748291,719.6159839630127,720.8831787109375
skew8,96,8,8192,288,49152,768,full,1,1005.6320190429688,1005.1551818847656,1006.3648223876953
skew8,96,8,8192,288,49152,768,k1,1,282.2880029678345,282.0064067840576,282.44481086730957
skew8,96,8,8192,288,49152,768,k1,2,281.9967985153198,281.89759254455566,282.26239681243896
skew8,96,8,8192,288,49152,768,full,2,1005.5680274963379,1004.6719551086426,1005.7984352111816
skew8,96,8,8192,288,49152,768,k2,2,719.6512222290039,718.9792156219482,720.8511829376221
skew8,96,8,8192,288,49152,768,k1,3,282.3647975921631,282.1919918060303,282.47361183166504
skew8,96,8,8192,288,49152,768,full,3,1004.7455787658691,1004.2655944824219,1006.6816329956055
skew8,96,8,8192,288,49152,768,k2,3,720.2847957611084,719.6479797363281,720.7680225372314
skew8,96,8,8192,288,49152,768,k1,4,282.2783946990967,281.81118965148926,282.50560760498047
skew8,96,8,8192,288,49152,768,full,4,1005.5232048034668,1003.8559913635254,1006.3615798950195
skew8,96,8,8192,288,49152,768,k2,4,720.0287818908691,719.2416191101074,720.4383850097656
ragged6,96,6,8192,192,49440,576,full,0,855.0559997558594,846.4032173156738,861.7664337158203
ragged6,96,6,8192,192,49440,576,k2,0,566.8320178985596,564.0223979949951,572.211217880249
ragged6,96,6,8192,192,49440,576,k1,0,282.9184055328369,282.7136039733887,283.08799266815186
ragged6,96,6,8192,192,49440,576,k2,1,564.5535945892334,561.1455917358398,571.3503837585449
ragged6,96,6,8192,192,49440,576,full,1,854.3840408325195,846.5951919555664,858.5056304931641
ragged6,96,6,8192,192,49440,576,k1,1,282.69760608673096,282.44481086730957,283.0751895904541
ragged6,96,6,8192,192,49440,576,full,2,848.3903884887695,845.8944320678711,859.5968246459961
ragged6,96,6,8192,192,49440,576,k1,2,282.7903985977173,282.76801109313965,283.38239192962646
ragged6,96,6,8192,192,49440,576,k2,2,571.5775966644287,566.534423828125,576.5823841094971
ragged6,96,6,8192,192,49440,576,k2,3,565.6064033508301,561.8303775787354,571.4623928070068
ragged6,96,6,8192,192,49440,576,k1,3,282.9632043838501,282.7104091644287,283.2223892211914
ragged6,96,6,8192,192,49440,576,full,3,852.6047706604004,850.0927925109863,858.2207679748535
ragged6,96,6,8192,192,49440,576,k2,4,567.5327777862549,558.1600189208984,573.9200115203857
ragged6,96,6,8192,192,49440,576,full,4,858.3776473999023,853.1680107116699,860.8320236206055
ragged6,96,6,8192,192,49440,576,k1,4,282.7872037887573,282.7264070510864,283.21919441223145
equal8_varlen,96,8,8192,64,49152,768,full,0,687.500810623169,687.3631954193115,687.7088069915771
equal8_varlen,96,8,8192,64,49152,768,k1,0,282.2175979614258,282.092809677124,282.3263883590698
equal8_varlen,96,8,8192,64,49152,768,k2,0,402.5631904602051,402.3871898651123,402.81920433044434
equal8_varlen,96,8,8192,64,49152,768,full,1,688.6720180511475,687.5904083251953,689.6480083465576
equal8_varlen,96,8,8192,64,49152,768,k2,1,402.73280143737793,402.6559829711914,402.9759883880615
equal8_varlen,96,8,8192,64,49152,768,k1,1,282.3551893234253,282.01279640197754,282.65600204467773
equal8_varlen,96,8,8192,64,49152,768,k1,2,283.59360694885254,283.34081172943115,284.5247983932495
equal8_varlen,96,8,8192,64,49152,768,k2,2,403.4560203552246,403.3184051513672,403.64160537719727
equal8_varlen,96,8,8192,64,49152,768,full,2,688.0447864532471,687.5904083251953,689.8367881774902
equal8_varlen,96,8,8192,64,49152,768,k2,3,402.67839431762695,402.3104190826416,403.1680107116699
equal8_varlen,96,8,8192,64,49152,768,full,3,687.769603729248,687.4847888946533,687.9583835601807
equal8_varlen,96,8,8192,64,49152,768,k1,3,283.0303907394409,282.6047897338867,286.83199882507324
equal8_varlen,96,8,8192,64,49152,768,k1,4,286.81280612945557,286.6175889968872,287.0464086532593
equal8_varlen,96,8,8192,64,49152,768,k2,4,415.1968002319336,406.4608097076416,415.4560089111328
equal8_varlen,96,8,8192,64,49152,768,full,4,709.007978439331,708.838415145874,709.2351913452148
length128,12,1,128,8,96,12,full,0,24.217599630355835,24.063999950885773,24.275200068950653
length128,12,1,128,8,96,12,k1,0,5.561599880456924,5.54560013115406,5.615999922156334
length128,12,1,128,8,96,12,k2,0,17.561599612236023,17.510400712490082,17.683200538158417
length128,12,1,128,8,96,12,k2,1,17.54560023546219,17.51679927110672,17.574399709701538
length128,12,1,128,8,96,12,k1,1,5.548800155520439,5.539200082421303,5.836800113320351
length128,12,1,128,8,96,12,full,1,23.49119931459427,23.40800017118454,23.583999276161194
length128,12,1,128,8,96,12,k1,2,5.523199960589409,5.5135998874902725,5.5904000997543335
length128,12,1,128,8,96,12,k2,2,17.641599476337433,17.532800137996674,17.667199671268463
length128,12,1,128,8,96,12,full,2,23.574399948120117,23.395200073719025,23.587200045585632
length128,12,1,128,8,96,12,full,3,23.558400571346283,23.43360036611557,23.59360009431839
length128,12,1,128,8,96,12,k2,3,17.535999417304993,17.472000420093536,17.64480024576187
length128,12,1,128,8,96,12,k1,3,5.542400106787682,5.5135998874902725,5.596800148487091
length128,12,1,128,8,96,12,k2,4,17.61920005083084,17.59359985589981,17.635199427604675
length128,12,1,128,8,96,12,k1,4,5.542400106787682,5.49440011382103,5.6543998420238495
length128,12,1,128,8,96,12,full,4,23.54239970445633,23.388800024986267,23.583999276161194
length512,12,1,512,32,384,12,full,0,59.673601388931274,59.60320234298706,59.76319909095764
length512,12,1,512,32,384,12,k1,0,7.289600372314453,7.2095997631549835,7.311999797821045
length512,12,1,512,32,384,12,k2,0,51.14240050315857,51.072001457214355,51.340800523757935
length512,12,1,512,32,384,12,k1,1,7.267200201749802,7.257600128650665,7.337599992752075
length512,12,1,512,32,384,12,full,1,59.54880118370056,59.3824028968811,59.59039926528931
length512,12,1,512,32,384,12,k2,1,51.09120011329651,50.918400287628174,51.132798194885254
length512,12,1,512,32,384,12,full,2,59.54560041427612,59.39840078353882,59.60320234298706
length512,12,1,512,32,384,12,k1,2,7.327999919652939,7.24480003118515,7.366400212049484
length512,12,1,512,32,384,12,k2,2,51.09120011329651,50.89920163154602,51.27679705619812
length512,12,1,512,32,384,12,k1,3,7.308799773454666,7.289600372314453,7.340800017118454
length512,12,1,512,32,384,12,full,3,59.53279733657837,59.516799449920654,59.70879793167114
length512,12,1,512,32,384,12,k2,3,50.94720125198364,50.92800259590149,51.20000243186951
length512,12,1,512,32,384,12,k2,4,51.01439952850342,50.944000482559204,51.37280225753784
length512,12,1,512,32,384,12,k1,4,7.315199822187424,7.286400347948074,7.385600358247757
length512,12,1,512,32,384,12,full,4,59.52320098876953,59.39840078353882,59.7216010093689
length2048,12,1,2048,128,1536,12,k1,0,13.654400408267975,13.494400680065155,13.731199502944946
length2048,12,1,2048,128,1536,12,k2,0,184.90560054779053,184.84480381011963,184.9503993988037
length2048,12,1,2048,128,1536,12,full,0,201.33121013641357,201.09119415283203,201.4080047607422
length2048,12,1,2048,128,1536,12,k1,1,13.58720064163208,13.542400300502777,13.718399405479431
length2048,12,1,2048,128,1536,12,full,1,201.4080047607422,201.22880935668945,201.5104055404663
length2048,12,1,2048,128,1536,12,k2,1,184.82240438461304,184.70720052719116,185.00479459762573
length2048,12,1,2048,128,1536,12,full,2,201.33121013641357,201.13279819488525,201.40159130096436
length2048,12,1,2048,128,1536,12,k2,2,184.7391963005066,184.72319841384888,184.84480381011963
length2048,12,1,2048,128,1536,12,k1,2,13.753600418567657,13.555200397968292,13.756799697875977
length2048,12,1,2048,128,1536,12,k1,3,13.551999628543854,13.526399433612823,13.593600690364838
length2048,12,1,2048,128,1536,12,full,3,201.2864112854004,201.12640857696533,201.41119956970215
length2048,12,1,2048,128,1536,12,k2,3,184.75840091705322,184.7391963005066,184.86720323562622
length2048,12,1,2048,128,1536,12,full,4,201.35679244995117,201.14879608154297,201.41119956970215
length2048,12,1,2048,128,1536,12,k1,4,13.545599579811096,13.504000008106232,13.734400272369385
length2048,12,1,2048,128,1536,12,k2,4,184.95999574661255,184.9120020866394,185.0335955619812
