shape,m,n,k,batch,repeats,method,round,median_us,min_us,max_us,us_per_gemm
projection,16,128,128,6144,1,sm80_transpose_w4,1,293.94133885701496,293.7301317850749,294.02348200480145,293.94133885701496
projection,16,128,128,6144,1,sm80_pad_w4,1,440.4650688171387,439.7290547688802,440.58027267456055,440.4650688171387
projection,16,128,128,6144,1,tc_transpose,1,237.8602663675944,237.78239885965982,237.98826535542807,237.8602663675944
projection,16,128,128,6144,1,sm80_w1,1,793.885866800944,793.8122431437174,793.9637502034506,793.885866800944
projection,16,128,128,6144,1,sm80_w4,1,284.2858632405599,284.2506726582845,284.4554583231608,284.2858632405599
projection,16,128,128,6144,1,tc_direct,2,400.55678685506183,400.53014755249023,400.9429295857747,400.55678685506183
projection,16,128,128,6144,1,sm80_w4,2,284.3477249145508,284.170659383138,284.5898628234863,284.3477249145508
projection,16,128,128,6144,1,sm80_pad_w4,2,439.1167958577474,439.04746373494464,439.45919672648114,439.1167958577474
projection,16,128,128,6144,1,sm80_transpose_w4,2,292.7786509195964,292.64745712280273,292.849063873291,292.7786509195964
projection,16,128,128,6144,1,sm80_w8,2,251.37066841125488,251.3055960337321,251.73333485921225,251.37066841125488
projection,16,128,128,6144,1,sm80_w1,2,793.9562479654948,793.8218434651693,794.0160115559896,793.9562479654948
projection,16,128,128,6144,1,tc_transpose,2,237.90507316589355,237.8986676534017,237.99039522806802,237.90507316589355
projection,16,128,128,6144,1,tc_transpose,3,237.9242738087972,237.85600662231445,238.06293805440268,237.9242738087972
projection,16,128,128,6144,1,sm80_w4,3,284.4287872314453,284.17491912841797,284.5770517985026,284.4287872314453
projection,16,128,128,6144,1,sm80_pad_w4,3,439.142386118571,439.01119232177734,439.34933344523114,439.142386118571
projection,16,128,128,6144,1,sm80_w1,3,793.8816070556641,793.7407811482748,793.9317067464193,793.8816070556641
projection,16,128,128,6144,1,sm80_w8,3,251.44319534301758,251.29920641581217,251.64373715718588,251.44319534301758
projection,16,128,128,6144,1,sm80_transpose_w4,3,292.77334213256836,292.59198506673175,292.90774663289386,292.77334213256836
projection,16,128,128,6144,1,tc_direct,3,400.6506601969401,400.5397478739421,400.80426534016925,400.6506601969401
projection,16,128,128,6144,1,tc_direct,4,400.7424036661784,400.5642573038737,400.9674708048503,400.7424036661784
projection,16,128,128,6144,1,tc_transpose,4,238.00959587097168,237.87412643432617,238.21867307027182,238.00959587097168
projection,16,128,128,6144,1,sm80_pad_w4,4,439.1039848327637,438.99946212768555,439.27148183186847,439.1039848327637
projection,16,128,128,6144,1,sm80_w1,4,793.9509073893229,793.890126546224,794.1386540730795,793.9509073893229
projection,16,128,128,6144,1,sm80_w8,4,251.47093137105307,251.4421304066976,251.50399208068848,251.47093137105307
projection,16,128,128,6144,1,sm80_transpose_w4,4,292.7189191182454,292.67412821451825,292.78825124104816,292.7189191182454
projection,16,128,128,6144,1,sm80_w4,4,284.30932362874347,284.30614471435547,284.43199793497723,284.30932362874347
projection,16,128,128,49152,1,sm80_w4,0,2103.621292114258,2103.419748942057,2103.717295328776,2103.621292114258
projection,16,128,128,49152,1,sm80_w1,0,5896.563212076823,5896.358235677083,5896.875508626302,5896.563212076823
projection,16,128,128,49152,1,sm80_transpose_w4,0,2176.9312540690103,2176.781972249349,2177.0304361979165,2176.9312540690103
projection,16,128,128,49152,1,sm80_pad_w4,0,3249.9872843424478,3249.421946207682,3250.444793701172,3249.9872843424478
projection,16,128,128,49152,1,tc_transpose,0,1792.630386352539,1792.5301869710286,1792.730712890625,1792.630386352539
projection,16,128,128,49152,1,tc_direct,0,3015.72265625,3015.5957539876304,3016.0489400227866,3015.72265625
projection,16,128,128,49152,1,sm80_w8,0,1939.090092976888,1938.8416290283203,1939.2587025960286,1939.090092976888
projection,16,128,128,49152,1,tc_transpose,1,1792.4884796142578,1792.3189798990886,1792.633565266927,1792.4884796142578
projection,16,128,128,49152,1,tc_direct,1,3015.9093221028647,3015.6768798828125,3016.0672505696616,3015.9093221028647
projection,16,128,128,49152,1,sm80_w1,1,5896.800231933594,5896.535237630208,5897.020975748698,5896.800231933594
projection,16,128,128,49152,1,sm80_w8,1,1939.0581766764324,1938.8256072998047,1939.2820994059246,1939.0581766764324
projection,16,128,128,49152,1,sm80_w4,1,2103.563690185547,2103.429285685221,2103.764216105143,2103.563690185547
projection,16,128,128,49152,1,sm80_transpose_w4,1,2177.026112874349,2176.6571044921875,2177.3022969563804,2177.026112874349
projection,16,128,128,49152,1,sm80_pad_w4,1,3249.634043375651,3249.4954427083335,3250.3829956054688,3249.634043375651
projection,16,128,128,49152,1,tc_transpose,2,1792.4725850423176,1792.289098103841,1792.9365793863933,1792.4725850423176
projection,16,128,128,49152,1,sm80_w8,2,1939.0356699625652,1939.0069325764973,1939.2991383870442,1939.0356699625652
projection,16,128,128,49152,1,sm80_pad_w4,2,3249.6907552083335,3249.5081583658853,3249.8400370279946,3249.6907552083335
projection,16,128,128,49152,1,sm80_w4,2,2103.7845611572266,2103.5466512044272,2103.8890838623047,2103.7845611572266
projection,16,128,128,49152,1,tc_direct,2,3016.1270141601562,3015.8358256022134,3016.3904825846353,3016.1270141601562
projection,16,128,128,49152,1,sm80_transpose_w4,2,2177.1967569986978,2176.641082763672,2177.375030517578,2177.1967569986978
projection,16,128,128,49152,1,sm80_w1,2,5896.66748046875,5896.5708414713545,5896.923828125,5896.66748046875
projection,16,128,128,49152,1,sm80_w4,3,2103.500747680664,2103.432591756185,2103.7792205810547,2103.500747680664
projection,16,128,128,49152,1,tc_transpose,3,1792.581303914388,1792.401123046875,1792.6741282145183,1792.581303914388
projection,16,128,128,49152,1,sm80_pad_w4,3,3249.9679565429688,3249.456024169922,3250.1012166341147,3249.9679565429688
projection,16,128,128,49152,1,sm80_transpose_w4,3,2176.98974609375,2176.6527811686196,2177.069854736328,2176.98974609375
projection,16,128,128,49152,1,sm80_w8,3,1939.0954335530598,1938.8682047526042,1939.306640625,1939.0954335530598
projection,16,128,128,49152,1,tc_direct,3,3016.3297017415366,3015.9584045410156,3016.552480061849,3016.3297017415366
projection,16,128,128,49152,1,sm80_w1,3,5896.605936686198,5896.2717692057295,5896.9431559244795,5896.605936686198
projection,16,128,128,49152,1,sm80_w1,4,5896.759541829427,5896.608988444011,5897.1689860026045,5896.759541829427
projection,16,128,128,49152,1,sm80_w4,4,2103.7130991617837,2103.5658518473306,2103.7845611572266,2103.7130991617837
projection,16,128,128,49152,1,sm80_pad_w4,4,3249.494425455729,3248.820241292318,3249.9359130859375,3249.494425455729
projection,16,128,128,49152,1,tc_transpose,4,1792.6197052001953,1792.4447377522786,1792.7626291910808,1792.6197052001953
projection,16,128,128,49152,1,sm80_transpose_w4,4,2176.741282145182,2176.66015625,2177.0411173502603,2176.741282145182
projection,16,128,128,49152,1,sm80_w8,4,1939.1979217529297,1938.9471689860027,1939.3002827962239,1939.1979217529297
projection,16,128,128,49152,1,tc_direct,4,3016.186777750651,3016.0438537597656,3016.3113911946616,3016.186777750651
local_mix,16,128,16,1,1,sm80_transpose_w4,0,6.883200009663899,6.877866884072621,6.929066777229309,6.883200009663899
local_mix,16,128,16,1,1,tc_direct,0,10.294399658838907,10.264533758163452,10.30506690343221,10.294399658838907
local_mix,16,128,16,1,1,sm80_w1,0,10.512000322341919,10.49173374970754,10.544000069300333,10.512000322341919
local_mix,16,128,16,1,1,sm80_w4,0,6.923733154932658,6.8885331352551775,6.95360004901886,6.923733154932658
local_mix,16,128,16,1,1,tc_transpose,0,7.340799768765767,7.319466769695282,7.347199817498525,7.340799768765767
local_mix,16,128,16,1,1,sm80_pad_w4,0,8.712533116340637,8.69546631971995,8.718933661778768,8.712533116340637
local_mix,16,128,16,1,1,sm80_w8,0,4.407466451327006,4.4042666753133135,4.419200122356415,4.407466451327006
local_mix,16,128,16,1,1,tc_transpose,1,7.339733342329661,7.332266867160797,7.35040009021759,7.339733342329661
local_mix,16,128,16,1,1,sm80_w1,1,10.504532853762308,10.475732882817587,10.533333818117777,10.504532853762308
local_mix,16,128,16,1,1,sm80_transpose_w4,1,6.909866631031036,6.878933310508728,6.929066777229309,6.909866631031036
local_mix,16,128,16,1,1,sm80_w8,1,4.413866500059764,4.3935999274253845,4.426666597525279,4.413866500059764
local_mix,16,128,16,1,1,sm80_w4,1,6.921599805355072,6.89279983441035,6.948266426722209,6.921599805355072
local_mix,16,128,16,1,1,sm80_pad_w4,1,8.713600039482117,8.700799942016602,8.724266290664673,8.713600039482117
local_mix,16,128,16,1,1,tc_direct,1,10.28480033079783,10.269866387049357,10.290132959683737,10.28480033079783
local_mix,16,128,16,1,1,sm80_w1,2,10.530133048693338,10.481066505114237,10.548266768455505,10.530133048693338
local_mix,16,128,16,1,1,sm80_transpose_w4,2,6.875733534495036,6.870399912198384,6.9333334763844805,6.875733534495036
local_mix,16,128,16,1,1,tc_direct,2,10.301867127418518,10.277332862218222,10.310399532318115,10.301867127418518
local_mix,16,128,16,1,1,sm80_pad_w4,2,8.703999718030294,8.669867118199667,8.710400263468424,8.703999718030294
local_mix,16,128,16,1,1,sm80_w4,2,6.935466825962067,6.881066660086314,6.939733525117238,6.935466825962067
local_mix,16,128,16,1,1,tc_transpose,2,7.344000041484833,7.3365335663159685,7.362133264541626,7.344000041484833
local_mix,16,128,16,1,1,sm80_w8,2,4.4042666753133135,4.391466577847798,4.408533374468486,4.4042666753133135
local_mix,16,128,16,1,1,sm80_w1,3,10.492799679438273,10.483200351397196,10.548266768455505,10.492799679438273
local_mix,16,128,16,1,1,sm80_transpose_w4,3,6.889600058396657,6.87360018491745,6.932266553243001,6.889600058396657
local_mix,16,128,16,1,1,sm80_w8,3,4.4064000248909,4.399999976158142,4.4277335206667585,4.4064000248909
local_mix,16,128,16,1,1,sm80_w4,3,6.92799985408783,6.921599805355072,6.942933301130931,6.92799985408783
local_mix,16,128,16,1,1,tc_direct,3,10.28053363164266,10.267733534177145,10.30506690343221,10.28053363164266
local_mix,16,128,16,1,1,tc_transpose,3,7.342933118343353,7.3365335663159685,7.362133264541626,7.342933118343353
local_mix,16,128,16,1,1,sm80_pad_w4,3,8.701866865158081,8.656000097592672,8.72213343779246,8.701866865158081
local_mix,16,128,16,1,1,sm80_pad_w4,4,8.666666348775228,8.661333719889322,8.700799942016602,8.666666348775228
local_mix,16,128,16,1,1,sm80_w8,4,4.397866626580556,4.365866879622142,4.411733150482178,4.397866626580556
local_mix,16,128,16,1,1,sm80_transpose_w4,4,6.935466825962067,6.877866884072621,6.94400022427241,6.935466825962067
local_mix,16,128,16,1,1,sm80_w1,4,10.487467050552368,10.477866729100546,10.507733623186747,10.487467050552368
local_mix,16,128,16,1,1,sm80_w4,4,6.92799985408783,6.8800002336502075,6.947200000286102,6.92799985408783
local_mix,16,128,16,1,1,tc_direct,4,10.283733407656351,10.27946670850118,10.293333729108175,10.283733407656351
local_mix,16,128,16,1,1,tc_transpose,4,7.348266740640004,7.342933118343353,7.3525334397951765,7.348266740640004
local_mix,16,128,16,1,32,sm80_pad_w4,0,13.927466670672098,13.913599650065104,13.95093301932017,0.43523333345850307
local_mix,16,128,16,1,32,sm80_transpose_w4,0,8.242133259773254,8.233599861462912,8.252800007661184,0.2575666643679142
local_mix,16,128,16,1,32,tc_transpose,0,8.71573289235433,8.712533116340637,8.72106651465098,0.2723666528860728
local_mix,16,128,16,1,32,tc_direct,0,12.056533495585123,12.053333719571432,12.078932921091715,0.3767666717370351
local_mix,16,128,16,1,32,sm80_w8,0,5.362133185068767,5.358933409055074,5.373866856098175,0.16756666203339896
local_mix,16,128,16,1,32,sm80_w4,0,8.230400085449219,8.217599987983704,8.24426660935084,0.2572000026702881
local_mix,16,128,16,1,32,sm80_w1,0,15.878400206565857,15.870933731396994,15.890133380889893,0.49620000645518303
local_mix,16,128,16,1,32,sm80_transpose_w4,1,8.235733211040497,8.226133386294046,8.259200056393942,0.2573666628450155
local_mix,16,128,16,1,32,tc_direct,1,12.060800194740295,12.056533495585123,12.063999970753988,0.37690000608563423
local_mix,16,128,16,1,32,sm80_w8,1,5.368533233801524,5.364266534646352,5.373866856098175,0.16776666355629763
local_mix,16,128,16,1,32,sm80_pad_w4,1,13.929599523544312,13.898666699727377,13.961600263913473,0.43529998511075974
local_mix,16,128,16,1,32,sm80_w4,1,8.235733211040497,8.221866687138876,8.26453318198522,0.2573666628450155
local_mix,16,128,16,1,32,tc_transpose,1,8.718933661778768,8.697600166002909,8.727467060089111,0.2724666769305865
local_mix,16,128,16,1,32,sm80_w1,1,15.883733828862509,15.876266360282898,15.894400080045065,0.4963666821519534
local_mix,16,128,16,1,32,sm80_w1,2,15.925332903862,15.88159998257955,15.93706707159678,0.4976666532456875
local_mix,16,128,16,1,32,tc_direct,2,12.0469331741333,12.013866504033407,12.053333719571432,0.37646666169166565
local_mix,16,128,16,1,32,sm80_w8,2,5.376000205675761,5.365333457787831,5.3834666808446245,0.16800000642736754
local_mix,16,128,16,1,32,sm80_w4,2,8.23999991019567,8.230400085449219,8.258133133252462,0.25749999719361466
local_mix,16,128,16,1,32,sm80_transpose_w4,2,8.235733211040497,8.233599861462912,8.237866560618082,0.2573666628450155
local_mix,16,128,16,1,32,tc_transpose,2,8.713600039482117,8.701866865158081,8.725333213806152,0.27230000123381615
local_mix,16,128,16,1,32,sm80_pad_w4,2,13.954133788744608,13.909332950909933,13.966932892799377,0.436066680898269
local_mix,16,128,16,1,32,tc_direct,3,12.056533495585123,12.041599551836649,12.059733271598816,0.3767666717370351
local_mix,16,128,16,1,32,sm80_w1,3,15.889066457748413,15.876266360282898,15.893333156903585,0.4965333268046379
local_mix,16,128,16,1,32,sm80_w8,3,5.363200108210246,5.3568000594774885,5.3674668073654175,0.1676000033815702
local_mix,16,128,16,1,32,sm80_transpose_w4,3,8.255999783674875,8.230400085449219,8.29440007607142,0.25799999323983985
local_mix,16,128,16,1,32,sm80_w4,3,8.233599861462912,8.227199812730154,8.250666658083597,0.257299995670716
local_mix,16,128,16,1,32,tc_transpose,3,8.697600166002909,8.694400389989218,8.72213343779246,0.2718000051875909
local_mix,16,128,16,1,32,sm80_pad_w4,3,13.920000195503235,13.901866475741068,13.967999815940857,0.4350000061094761
local_mix,16,128,16,1,32,sm80_w8,4,5.366399884223938,5.354666709899902,5.390933156013489,0.16769999638199806
local_mix,16,128,16,1,32,sm80_transpose_w4,4,8.255999783674875,8.24533353249232,8.262399832407633,0.25799999323983985
local_mix,16,128,16,1,32,tc_direct,4,12.052266796429953,12.017066280047098,12.069333593050638,0.376633337388436
local_mix,16,128,16,1,32,sm80_w4,4,8.243200182914734,8.222933113574982,8.250666658083597,0.25760000571608543
local_mix,16,128,16,1,32,sm80_pad_w4,4,13.954133788744608,13.914666573206583,13.9573335647583,0.436066680898269
local_mix,16,128,16,1,32,sm80_w1,4,15.878400206565857,15.868799885114035,15.933866302172342,0.49620000645518303
local_mix,16,128,16,1,32,tc_transpose,4,8.708266417185465,8.697600166002909,8.71573289235433,0.2721333255370458
local_mix,16,128,16,12,1,sm80_w8,0,4.411733150482178,4.362666606903076,4.428799947102864,4.411733150482178
local_mix,16,128,16,12,1,sm80_pad_w4,0,8.83733332157135,8.794666330019632,8.846933643023172,8.83733332157135
local_mix,16,128,16,12,1,tc_direct,0,10.351999600728353,10.34986674785614,10.4010671377182,10.351999600728353
local_mix,16,128,16,12,1,tc_transpose,0,7.406933108965556,7.398400207360585,7.423999905586243,7.406933108965556
local_mix,16,128,16,12,1,sm80_w4,0,7.019733389218648,6.991999844710032,7.027199864387512,7.019733389218648
local_mix,16,128,16,12,1,sm80_transpose_w4,0,6.9994668165842695,6.995200117429097,7.021866738796234,6.9994668165842695
local_mix,16,128,16,12,1,sm80_w1,0,10.505599776903788,10.496000448862711,10.567466417948404,10.505599776903788
local_mix,16,128,16,12,1,sm80_w1,1,10.553600390752157,10.532266894976297,10.55466632048289,10.553600390752157
local_mix,16,128,16,12,1,tc_direct,1,10.351999600728353,10.347732901573181,10.406399766604105,10.351999600728353
local_mix,16,128,16,12,1,sm80_w4,1,6.9994668165842695,6.991999844710032,7.008000214894612,6.9994668165842695
local_mix,16,128,16,12,1,sm80_w8,1,4.40533310174942,4.397866626580556,4.413866500059764,4.40533310174942
local_mix,16,128,16,12,1,sm80_transpose_w4,1,7.005866865317027,6.9994668165842695,7.021866738796234,7.005866865317027
local_mix,16,128,16,12,1,sm80_pad_w4,1,8.799999952316284,8.795733253161112,8.842666943868002,8.799999952316284
local_mix,16,128,16,12,1,tc_transpose,1,7.426133255163829,7.410133381684621,7.436800003051758,7.426133255163829
local_mix,16,128,16,12,1,sm80_w1,2,10.481066505114237,10.474666953086853,10.497066378593445,10.481066505114237
local_mix,16,128,16,12,1,tc_direct,2,10.344533125559488,10.344533125559488,10.364799698193869,10.344533125559488
local_mix,16,128,16,12,1,sm80_w8,2,4.399999976158142,4.39680020014445,4.413866500059764,4.399999976158142
local_mix,16,128,16,12,1,sm80_w4,2,7.001600166161855,6.996266543865204,7.031466563542684,7.001600166161855
local_mix,16,128,16,12,1,sm80_pad_w4,2,8.835200468699137,8.808533350626627,8.850133419036865,8.835200468699137
local_mix,16,128,16,12,1,sm80_transpose_w4,2,7.020799815654755,6.996266543865204,7.066666583220164,7.020799815654755
local_mix,16,128,16,12,1,tc_transpose,2,7.425066828727722,7.4111998081207275,7.43146687746048,7.425066828727722
local_mix,16,128,16,12,1,sm80_w1,3,10.487467050552368,10.479999581972757,10.537599523862204,10.487467050552368
local_mix,16,128,16,12,1,sm80_transpose_w4,3,7.01333334048589,7.006933291753133,7.0186664660771685,7.01333334048589
local_mix,16,128,16,12,1,tc_transpose,3,7.4165334304173784,7.406933108965556,7.43146687746048,7.4165334304173784
local_mix,16,128,16,12,1,tc_direct,3,10.355200370152792,10.345600048700968,10.361599922180176,10.355200370152792
local_mix,16,128,16,12,1,sm80_w4,3,7.015466690063477,7.002666592597961,7.02400008837382,7.015466690063477
local_mix,16,128,16,12,1,sm80_w8,3,4.370133578777313,4.366933306058248,4.433066646258037,4.370133578777313
local_mix,16,128,16,12,1,sm80_pad_w4,3,8.79253347714742,8.787199854850769,8.846933643023172,8.79253347714742
local_mix,16,128,16,12,1,sm80_transpose_w4,4,7.008000214894612,6.993066767851512,7.01333334048589,7.008000214894612
local_mix,16,128,16,12,1,tc_transpose,4,7.43146687746048,7.4111998081207275,7.441066702206929,7.43146687746048
local_mix,16,128,16,12,1,sm80_w1,4,10.492799679438273,10.479999581972757,10.513066252072653,10.492799679438273
local_mix,16,128,16,12,1,sm80_pad_w4,4,8.849066495895386,8.804266651471456,8.853333195050558,8.849066495895386
local_mix,16,128,16,12,1,sm80_w8,4,4.410666724046071,4.40533310174942,4.4277335206667585,4.410666724046071
local_mix,16,128,16,12,1,sm80_w4,4,7.008000214894612,6.9994668165842695,7.011199990908305,7.008000214894612
local_mix,16,128,16,12,1,tc_direct,4,10.355200370152792,10.35093367099762,10.412800312042236,10.355200370152792
local_mix,16,128,16,12,32,tc_transpose,0,8.780800302823385,8.76906712849935,8.79786709944407,0.2744000094632308
local_mix,16,128,16,12,32,sm80_w1,0,15.941333770751953,15.909333030382792,15.948800245920816,0.49816668033599854
local_mix,16,128,16,12,32,sm80_pad_w4,0,14.037332932154337,14.033066232999166,14.062933127085367,0.43866665412982303
local_mix,16,128,16,12,32,sm80_transpose_w4,0,8.368000388145447,8.361599842707315,8.372267087300619,0.2615000121295452
local_mix,16,128,16,12,32,tc_direct,0,12.132267157236734,12.120532989501953,12.231466174125671,0.37913334866364795
local_mix,16,128,16,12,32,sm80_w8,0,5.372799932956696,5.366399884223938,5.373866856098175,0.16789999790489674
local_mix,16,128,16,12,32,sm80_w4,0,8.366933465003967,8.321066697438559,8.373333017031351,0.261466670781374
local_mix,16,128,16,12,32,sm80_transpose_w4,1,8.373333017031351,8.361599842707315,8.385066191355387,0.2616666567822297
local_mix,16,128,16,12,32,sm80_w1,1,15.88159998257955,15.877333283424377,15.892266233762106,0.49629999945561093
local_mix,16,128,16,12,32,sm80_w8,1,5.355733136336009,5.347200234731038,5.377066632111867,0.16736666051050028
local_mix,16,128,16,12,32,sm80_pad_w4,1,14.037332932154337,14.030933380126953,14.05333379904429,0.43866665412982303
local_mix,16,128,16,12,32,tc_direct,1,12.13866670926412,12.120532989501953,12.16319998105367,0.37933333466450375
local_mix,16,128,16,12,32,tc_transpose,1,8.776533603668213,8.76906712849935,8.801066875457764,0.27426667511463165
local_mix,16,128,16,12,32,sm80_w4,1,8.368000388145447,8.309333523114523,8.380800485610962,0.2615000121295452
local_mix,16,128,16,12,32,sm80_transpose_w4,2,8.372267087300619,8.360532919565836,8.379733562469482,0.26163334647814435
local_mix,16,128,16,12,32,sm80_w8,2,5.365333457787831,5.363200108210246,5.376000205675761,0.16766667055586973
local_mix,16,128,16,12,32,tc_transpose,2,8.781866232554117,8.77226690451304,8.791466554005941,0.27443331976731616
local_mix,16,128,16,12,32,sm80_pad_w4,2,14.04906709988912,14.034133156140646,14.062933127085367,0.439033346871535
local_mix,16,128,16,12,32,sm80_w1,2,15.930666526158651,15.891200304031372,15.936000148455301,0.49783332894245785
local_mix,16,128,16,12,32,sm80_w4,2,8.364799618721008,8.314666648705801,8.496000369389852,0.2613999880850315
local_mix,16,128,16,12,32,tc_direct,2,12.132267157236734,12.120532989501953,12.146133184432983,0.37913334866364795
local_mix,16,128,16,12,32,sm80_w8,3,5.3834666808446245,5.365333457787831,5.4208000500996905,0.16823333377639452
local_mix,16,128,16,12,32,sm80_w4,3,8.365866541862488,8.311466872692108,8.373333017031351,0.26143332943320274
local_mix,16,128,16,12,32,tc_transpose,3,8.788266777992249,8.782933155695597,8.817066748936972,0.27463333681225777
local_mix,16,128,16,12,32,sm80_w1,3,15.934933225313822,15.874133507410685,15.946666399637857,0.49796666329105693
local_mix,16,128,16,12,32,tc_direct,3,12.120532989501953,12.11733321348826,12.131200234095255,0.37876665592193604
local_mix,16,128,16,12,32,sm80_pad_w4,3,14.060800274213156,14.032000303268433,14.094932874043783,0.4394000085691611
local_mix,16,128,16,12,32,sm80_transpose_w4,3,8.384000261624655,8.361599842707315,8.387200037638346,0.26200000817577046
local_mix,16,128,16,12,32,sm80_w8,4,5.384533107280731,5.366399884223938,5.386666456858317,0.16826665960252285
local_mix,16,128,16,12,32,tc_direct,4,12.11733321348826,12.09920048713684,12.140799562136332,0.37866666292150813
local_mix,16,128,16,12,32,sm80_w4,4,8.363733688990274,8.346666892369589,8.378666639328003,0.2613666777809461
local_mix,16,128,16,12,32,tc_transpose,4,8.795733253161112,8.77226690451304,8.806399504343668,0.27486666416128475
local_mix,16,128,16,12,32,sm80_w1,4,15.898666779200235,15.876266360282898,15.936000148455301,0.49683333685000736
local_mix,16,128,16,12,32,sm80_transpose_w4,4,8.361599842707315,8.356266220410665,8.37439994017283,0.2612999950846036
local_mix,16,128,16,12,32,sm80_pad_w4,4,14.062933127085367,14.040533701578775,14.089600245157877,0.4394666602214177
local_mix,16,128,16,96,1,sm80_w4,0,7.098666826883952,7.086933155854543,7.149866720040639,7.098666826883952
local_mix,16,128,16,96,1,sm80_w1,0,10.830932855606079,10.778666536013285,10.834133625030518,10.830932855606079
local_mix,16,128,16,96,1,tc_direct,0,10.477866729100546,10.474666953086853,10.493866602579752,10.477866729100546
local_mix,16,128,16,96,1,sm80_transpose_w4,0,7.127466797828674,7.086933155854543,7.132799923419952,7.127466797828674
local_mix,16,128,16,96,1,sm80_pad_w4,0,8.90666643778483,8.901333808898926,8.914132912953695,8.90666643778483
local_mix,16,128,16,96,1,tc_transpose,0,7.5093333919843035,7.499733567237854,7.548800110816956,7.5093333919843035
local_mix,16,128,16,96,1,sm80_w8,0,4.471466441949208,4.426666597525279,4.4970666368802386,4.471466441949208
local_mix,16,128,16,96,1,sm80_transpose_w4,1,7.090133428573608,7.086933155854543,7.1402668952941895,7.090133428573608
local_mix,16,128,16,96,1,sm80_w1,1,10.823466380437216,10.7722669839859,10.836266477902731,10.823466380437216
local_mix,16,128,16,96,1,tc_direct,1,10.48426628112793,10.472533106803894,10.500267148017883,10.48426628112793
local_mix,16,128,16,96,1,tc_transpose,1,7.5413331389427185,7.529599964618683,7.547733187675476,7.5413331389427185
local_mix,16,128,16,96,1,sm80_w8,1,4.483200112978618,4.46613331635793,4.578133424123128,4.483200112978618
local_mix,16,128,16,96,1,sm80_w4,1,7.141333321730296,7.090133428573608,7.146666447321574,7.141333321730296
local_mix,16,128,16,96,1,sm80_pad_w4,1,8.914132912953695,8.90773336092631,8.919466535250345,8.914132912953695
local_mix,16,128,16,96,1,tc_direct,2,10.488532980283102,10.438399513562521,10.500267148017883,10.488532980283102
local_mix,16,128,16,96,1,sm80_w1,2,10.825600226720175,10.777599612871805,10.833066701889038,10.825600226720175
local_mix,16,128,16,96,1,sm80_transpose_w4,2,7.136000196139018,7.088000078996022,7.146666447321574,7.136000196139018
local_mix,16,128,16,96,1,sm80_w4,2,7.142400244871776,7.079466680685679,7.1456000208854675,7.142400244871776
local_mix,16,128,16,96,1,tc_transpose,2,7.544533411661784,7.4879998962084455,7.547733187675476,7.544533411661784
local_mix,16,128,16,96,1,sm80_w8,2,4.435199995835622,4.4277335206667585,4.484266539414723,4.435199995835622
local_mix,16,128,16,96,1,sm80_pad_w4,2,8.916266759236654,8.90559951464335,8.921600381533304,8.916266759236654
local_mix,16,128,16,96,1,sm80_w4,3,7.13919997215271,7.072000205516815,7.146666447321574,7.13919997215271
local_mix,16,128,16,96,1,tc_direct,3,10.486400127410889,10.476799805959066,10.503466924031576,10.486400127410889
local_mix,16,128,16,96,1,sm80_w8,3,4.472533365090688,4.421333471934001,4.489600161711375,4.472533365090688
local_mix,16,128,16,96,1,sm80_pad_w4,3,8.913066983222961,8.90559951464335,8.918399612108866,8.913066983222961
local_mix,16,128,16,96,1,sm80_w1,3,10.831999778747559,10.777599612871805,10.83840032418569,10.831999778747559
local_mix,16,128,16,96,1,tc_transpose,3,7.503999769687653,7.483733197053273,7.546666761239369,7.503999769687653
local_mix,16,128,16,96,1,sm80_transpose_w4,3,7.137066622575124,7.091199855009715,7.142400244871776,7.137066622575124
local_mix,16,128,16,96,1,sm80_w8,4,4.47680006424586,4.422399898370107,4.483200112978618,4.47680006424586
local_mix,16,128,16,96,1,tc_transpose,4,7.542400062084198,7.493333518505096,7.548800110816956,7.542400062084198
local_mix,16,128,16,96,1,sm80_transpose_w4,4,7.1402668952941895,7.096533477306366,7.142400244871776,7.1402668952941895
local_mix,16,128,16,96,1,sm80_w4,4,7.088000078996022,7.075199981530507,7.09440012772878,7.088000078996022
local_mix,16,128,16,96,1,sm80_pad_w4,4,8.931199709574381,8.912000060081482,8.935466408729553,8.931199709574381
local_mix,16,128,16,96,1,tc_direct,4,10.496000448862711,10.44160028298696,10.50879955291748,10.496000448862711
local_mix,16,128,16,96,1,sm80_w1,4,10.822400450706482,10.773332913716635,10.829866925875345,10.822400450706482
local_mix,16,128,16,96,32,sm80_transpose_w4,0,8.457600076993307,8.447999755541483,8.507733543713888,0.26430000240604085
local_mix,16,128,16,96,32,sm80_w4,0,8.449066678682962,8.442667126655579,8.502399921417236,0.2640333337088426
local_mix,16,128,16,96,32,tc_transpose,0,8.914132912953695,8.904533584912619,8.921600381533304,0.278566653529803
local_mix,16,128,16,96,32,tc_direct,0,12.32640047868093,12.314666310946146,12.340266505877176,0.38520001495877904
local_mix,16,128,16,96,32,sm80_pad_w4,0,14.169599612553915,14.116266369819641,14.179199934005737,0.44279998789230984
local_mix,16,128,16,96,32,sm80_w8,0,5.448533097902934,5.433600147565206,5.461333195368449,0.1702666593094667
local_mix,16,128,16,96,32,sm80_w1,0,16.21333360671997,16.210132837295532,16.226133704185486,0.5066666752099991
