shape,m,n,k,batch,repeats,method,round,median_us,min_us,max_us,us_per_gemm
state_update,128,128,16,96,1,sm80_pad_w4,1,15.39306640625,15.325867136319479,15.402666727701822,15.39306640625
state_update,128,128,16,96,1,tc_transpose,1,12.936533490816752,12.93333371480306,12.941867113113403,12.936533490816752
state_update,128,128,16,96,1,sm80_transpose_w4,1,15.598932902018229,15.588266650835672,15.60533344745636,15.598932902018229
state_update,128,128,16,96,1,sm80_w4,1,15.402666727701822,15.387733777364096,15.404799580574036,15.402666727701822
state_update,128,128,16,96,1,sm80_w1,1,30.212267239888508,30.14506697654724,30.35413424173991,30.212267239888508
state_update,128,128,16,96,1,tc_direct,1,15.114667018254599,15.07306694984436,15.11786679426829,15.114667018254599
state_update,128,128,16,96,1,sm80_w8,1,9.470933675765991,9.418666362762451,9.481599926948547,9.470933675765991
state_update,128,128,16,96,1,sm80_pad_w4,2,15.395200252532959,15.388799707094828,15.409066279729208,15.395200252532959
state_update,128,128,16,96,1,sm80_w8,2,9.455999732017517,9.399466713269552,9.470933675765991,9.455999732017517
state_update,128,128,16,96,1,tc_transpose,2,12.942933042844137,12.896000345547995,12.947199741999308,12.942933042844137
state_update,128,128,16,96,1,tc_direct,2,15.118933717409769,15.080533425013224,15.128533045450846,15.118933717409769
state_update,128,128,16,96,1,sm80_w4,2,15.395200252532959,15.392000476519266,15.426133076349894,15.395200252532959
state_update,128,128,16,96,1,sm80_w1,2,30.293333530426025,30.166399478912354,30.35306731859843,30.293333530426025
state_update,128,128,16,96,1,sm80_transpose_w4,2,15.601066748301188,15.553067127863565,15.637333194414774,15.601066748301188
state_update,128,128,16,96,1,sm80_w4,3,15.401599804560343,15.365333358446756,15.41759967803955,15.401599804560343
state_update,128,128,16,96,1,tc_transpose,3,12.939733266830444,12.875733772913614,12.947199741999308,12.939733266830444
state_update,128,128,16,96,1,sm80_w1,3,30.30293385187785,30.14400005340576,30.356266101201374,30.30293385187785
state_update,128,128,16,96,1,sm80_w8,3,9.418666362762451,9.400533636411032,9.483733773231506,9.418666362762451
state_update,128,128,16,96,1,sm80_pad_w4,3,15.389866630236307,15.337600310643515,15.413332978884378,15.389866630236307
state_update,128,128,16,96,1,sm80_transpose_w4,3,15.6031996011734,15.588266650835672,15.613866845766703,15.6031996011734
state_update,128,128,16,96,1,tc_direct,3,15.121066570281982,15.060266852378845,15.131733814875284,15.121066570281982
state_update,128,128,16,96,1,sm80_w4,4,15.39413332939148,15.388799707094828,15.404799580574036,15.39413332939148
state_update,128,128,16,96,1,sm80_transpose_w4,4,15.598932902018229,15.589333573977152,15.615999698638916,15.598932902018229
state_update,128,128,16,96,1,sm80_w1,4,30.289065837860107,30.135466655095417,30.348799626032513,30.289065837860107
state_update,128,128,16,96,1,sm80_pad_w4,4,15.39413332939148,15.383467078208923,15.421866377194723,15.39413332939148
state_update,128,128,16,96,1,tc_transpose,4,12.937600413958231,12.890666723251343,12.942933042844137,12.937600413958231
state_update,128,128,16,96,1,tc_direct,4,15.127467115720114,15.056000153223673,15.129599968592325,15.127467115720114
state_update,128,128,16,96,1,sm80_w8,4,9.46026643117269,9.404800335566202,9.469866752624512,9.46026643117269
state_update,128,128,16,96,32,tc_transpose,0,14.88746702671051,14.853333433469137,14.919466773668924,0.46523334458470345
state_update,128,128,16,96,32,sm80_w1,0,73.81973266601562,73.76960118611653,73.83786837259929,2.3068666458129883
state_update,128,128,16,96,32,sm80_pad_w4,0,26.076799631118774,25.996800263722736,26.14399989446004,0.8148999884724617
state_update,128,128,16,96,32,sm80_w4,0,26.11839969952901,26.046933730443318,26.1845330397288,0.8161999906102816
state_update,128,128,16,96,32,sm80_transpose_w4,0,26.417066653569538,26.385066906611126,26.551467180252075,0.8255333329240481
state_update,128,128,16,96,32,tc_direct,0,17.04426606496175,17.041067282358807,17.057067155838013,0.5326333145300547
state_update,128,128,16,96,32,sm80_w8,0,16.99413259824117,16.95893406867981,17.07200010617574,0.5310666436950365
state_update,128,128,16,96,32,tc_transpose,1,14.867200454076132,14.855466286341349,14.921599626541138,0.4646000141898791
state_update,128,128,16,96,32,sm80_pad_w4,1,26.045866807301838,26.013867060343426,26.116265853246052,0.8139333377281824
state_update,128,128,16,96,32,sm80_w1,1,73.76960118611653,73.75893592834473,73.83999824523926,2.3053000370661416
state_update,128,128,16,96,32,sm80_w8,1,16.974933942159016,16.90453290939331,17.102932929992676,0.5304666856924692
state_update,128,128,16,96,32,tc_direct,1,17.03679958979289,17.031466960906982,17.04746683438619,0.5323999871810278
state_update,128,128,16,96,32,sm80_w4,1,26.07040007909139,26.04479988416036,26.205867528915405,0.8147000024716059
state_update,128,128,16,96,32,sm80_transpose_w4,1,26.460800568262737,26.380799214045208,26.600533723831177,0.8269000177582105
state_update,128,128,16,96,32,sm80_pad_w4,2,26.05866591135661,26.051199436187744,26.252800226211548,0.814333309729894
state_update,128,128,16,96,32,tc_transpose,2,14.919466773668924,14.897066354751587,14.923733472824097,0.4662333366771539
state_update,128,128,16,96,32,tc_direct,2,17.041067282358807,17.03360080718994,17.064533631006878,0.5325333525737127
state_update,128,128,16,96,32,sm80_transpose_w4,2,26.45653287569682,26.393600304921467,26.655999819437664,0.8267666523655256
state_update,128,128,16,96,32,sm80_w8,2,16.976000865300495,16.967467466990154,17.09973414738973,0.5305000270406405
state_update,128,128,16,96,32,sm80_w4,2,26.11946662267049,26.039467255274456,26.25066637992859,0.8162333319584528
state_update,128,128,16,96,32,sm80_w1,2,73.7674633661906,73.76213073730469,73.8858699798584,2.305233230193456
state_update,128,128,16,96,32,sm80_w1,3,73.76853624979655,73.74080022176106,73.89973004659016,2.3052667578061423
state_update,128,128,16,96,32,sm80_transpose_w4,3,26.45439902941386,26.391466458638508,26.614399751027424,0.8266999696691831
state_update,128,128,16,96,32,sm80_w4,3,26.055467128753662,26.050132513046265,26.21333400408427,0.8142333477735519
state_update,128,128,16,96,32,tc_transpose,3,14.868266383806864,14.856533209482828,14.921599626541138,0.4646333244939645
state_update,128,128,16,96,32,sm80_w8,3,16.972800095876057,16.925867398579914,17.0687993367513,0.5304000029961268
state_update,128,128,16,96,32,tc_direct,3,17.05919901529948,17.03360080718994,17.106133699417114,0.5330999692281088
state_update,128,128,16,96,32,sm80_pad_w4,3,26.053333282470703,26.002132892608643,26.139734188715618,0.8141666650772095
state_update,128,128,16,96,32,tc_transpose,4,14.917332927385965,14.869333306948343,14.923733472824097,0.4661666539808114
state_update,128,128,16,96,32,sm80_w8,4,16.966400543848675,16.917334000269573,17.150932550430298,0.5302000169952711
state_update,128,128,16,96,32,sm80_w4,4,26.074665784835815,26.003199815750122,26.24746759732564,0.8148333057761192
state_update,128,128,16,96,32,tc_direct,4,17.052799463272095,17.03360080718994,17.065600554148357,0.532899983227253
state_update,128,128,16,96,32,sm80_transpose_w4,4,26.387200752894085,26.37973427772522,26.586665709813435,0.8246000235279402
state_update,128,128,16,96,32,sm80_w1,4,73.744002978007,73.66507053375244,73.79626433054607,2.304500093062719
state_update,128,128,16,96,32,sm80_pad_w4,4,26.046933730443318,26.027733087539673,26.11093322436015,0.8139666790763537
state_update,128,128,16,6144,1,sm80_w4,0,162.62720425923666,162.54080136617026,162.7786636352539,162.62720425923666
state_update,128,128,16,6144,1,tc_direct,0,262.5706672668457,262.3626708984375,262.71360715230304,262.5706672668457
state_update,128,128,16,6144,1,sm80_pad_w4,0,162.58986790974936,162.38293647766113,162.86932627360025,162.58986790974936
state_update,128,128,16,6144,1,tc_transpose,0,230.21225929260254,230.14507293701172,230.27413686116537,230.21225929260254
state_update,128,128,16,6144,1,sm80_w1,0,190.49386978149414,190.447998046875,190.52693049112955,190.49386978149414
state_update,128,128,16,6144,1,sm80_w8,0,152.08853085835776,151.92960103352866,152.15147336324057,152.08853085835776
state_update,128,128,16,6144,1,sm80_transpose_w4,0,166.4735953013102,166.3935979207357,166.54933293660483,166.4735953013102
state_update,128,128,16,6144,1,sm80_transpose_w4,1,166.48640632629395,166.34880701700845,166.66240692138672,166.48640632629395
state_update,128,128,16,6144,1,sm80_w4,1,162.63786951700845,162.3957316080729,162.7679983774821,162.63786951700845
state_update,128,128,16,6144,1,sm80_pad_w4,1,162.66560554504395,162.53013610839844,162.80320485432944,162.66560554504395
state_update,128,128,16,6144,1,sm80_w1,1,190.51626523335776,190.44906298319498,190.85760116577148,190.51626523335776
state_update,128,128,16,6144,1,sm80_w8,1,151.94667180379233,151.93920135498047,152.02239354451498,151.94667180379233
state_update,128,128,16,6144,1,tc_direct,1,262.43732770284015,262.37227121988934,262.7658685048421,262.43732770284015
state_update,128,128,16,6144,1,tc_transpose,1,230.14399210611978,229.9466609954834,230.15252749125162,230.14399210611978
state_update,128,128,16,6144,1,tc_transpose,2,230.06399472554526,229.93599573771158,230.1952044169108,230.06399472554526
state_update,128,128,16,6144,1,sm80_w4,2,162.53652572631836,162.2858683268229,162.73706754048666,162.53652572631836
state_update,128,128,16,6144,1,sm80_w1,2,190.57920773824057,190.3776009877523,190.6709353129069,190.57920773824057
state_update,128,128,16,6144,1,sm80_w8,2,152.07893053690592,151.92853609720865,152.292267481486,152.07893053690592
state_update,128,128,16,6144,1,sm80_pad_w4,2,162.45226860046387,162.38187154134116,162.53439585367838,162.45226860046387
state_update,128,128,16,6144,1,tc_direct,2,262.50027020772296,262.40320205688477,262.7061367034912,262.50027020772296
state_update,128,128,16,6144,1,sm80_transpose_w4,2,166.50452613830566,166.4127985636393,166.8725331624349,166.50452613830566
state_update,128,128,16,6144,1,sm80_transpose_w4,3,166.46293004353842,166.35519663492838,166.62933031717935,166.46293004353842
state_update,128,128,16,6144,1,sm80_w8,3,152.0245393117269,151.9477367401123,152.1706740061442,152.0245393117269
state_update,128,128,16,6144,1,sm80_w4,3,162.59306271870932,162.46506373087564,162.6592000325521,162.59306271870932
state_update,128,128,16,6144,1,tc_transpose,3,230.08106549580893,229.9626668294271,230.15039761861166,230.08106549580893
state_update,128,128,16,6144,1,sm80_w1,3,190.56426684061685,190.5109405517578,190.70293108622232,190.56426684061685
state_update,128,128,16,6144,1,sm80_pad_w4,3,162.59519259134927,162.33386993408203,162.67306009928384,162.59519259134927
state_update,128,128,16,6144,1,tc_direct,3,262.446928024292,262.4106725056966,262.7840042114258,262.446928024292
state_update,128,128,16,6144,1,sm80_transpose_w4,4,166.48853619893393,166.4127985636393,166.69440269470215,166.48853619893393
state_update,128,128,16,6144,1,tc_direct,4,262.6453399658203,262.30400403340656,262.90879249572754,262.6453399658203
state_update,128,128,16,6144,1,sm80_pad_w4,4,162.59946823120117,162.46719360351562,162.67840067545572,162.59946823120117
state_update,128,128,16,6144,1,sm80_w4,4,162.59519259134927,162.52692540486655,162.7413272857666,162.59519259134927
state_update,128,128,16,6144,1,sm80_w1,4,190.52586555480957,190.44267336527506,190.66774050394693,190.52586555480957
state_update,128,128,16,6144,1,tc_transpose,4,230.14079729715982,230.10452588399252,230.3050676981608,230.14079729715982
state_update,128,128,16,6144,1,sm80_w8,4,152.020263671875,151.88159942626953,152.1557331085205,152.020263671875
state_update,128,128,16,49152,1,sm80_w4,0,1169.3344116210938,1169.144566853841,1169.5519765218098,1169.3344116210938
state_update,128,128,16,49152,1,sm80_w1,0,1245.7674662272136,1245.4271952311199,1245.9840138753254,1245.7674662272136
state_update,128,128,16,49152,1,sm80_transpose_w4,0,1224.1940816243489,1223.9648183186848,1224.2443084716797,1224.1940816243489
state_update,128,128,16,49152,1,tc_transpose,0,1720.6698099772136,1720.254898071289,1720.9354400634766,1720.6698099772136
state_update,128,128,16,49152,1,sm80_w8,0,1117.0271555582683,1116.7733510335286,1117.095438639323,1117.0271555582683
state_update,128,128,16,49152,1,sm80_pad_w4,0,1169.2437489827473,1169.0687815348308,1169.4292704264324,1169.2437489827473
state_update,128,128,16,49152,1,tc_direct,0,1946.510950724284,1946.0885365804036,1946.946080525716,1946.510950724284
state_update,128,128,16,49152,1,tc_transpose,1,1720.2410380045574,1720.138676961263,1720.6858317057292,1720.2410380045574
state_update,128,128,16,49152,1,tc_direct,1,1946.7455546061199,1945.5679575602214,1947.0325469970703,1946.7455546061199
state_update,128,128,16,49152,1,sm80_w4,1,1169.1509246826172,1168.991978963216,1169.4100697835286,1169.1509246826172
state_update,128,128,16,49152,1,sm80_transpose_w4,1,1223.7845102945964,1223.5776265462239,1224.0458170572917,1223.7845102945964
state_update,128,128,16,49152,1,sm80_w8,1,1116.6656494140625,1116.5247599283855,1116.962178548177,1116.6656494140625
state_update,128,128,16,49152,1,sm80_w1,1,1245.8175659179688,1245.3503926595051,1246.072514851888,1245.8175659179688
state_update,128,128,16,49152,1,sm80_pad_w4,1,1168.9781188964844,1168.8458760579426,1169.0410614013672,1168.9781188964844
state_update,128,128,16,49152,1,tc_direct,2,1946.456527709961,1946.1055755615234,1946.987787882487,1946.456527709961
state_update,128,128,16,49152,1,sm80_w4,2,1169.217046101888,1169.0111796061199,1169.4730122884114,1169.217046101888
state_update,128,128,16,49152,1,sm80_w8,2,1117.0516967773438,1116.8074289957683,1117.2171274820964,1117.0516967773438
state_update,128,128,16,49152,1,sm80_w1,2,1245.9349314371746,1245.6116994222004,1246.2762196858723,1245.9349314371746
state_update,128,128,16,49152,1,sm80_transpose_w4,2,1224.1920471191406,1223.9743550618489,1224.2720286051433,1224.1920471191406
state_update,128,128,16,49152,1,sm80_pad_w4,2,1169.2459106445312,1169.1893259684246,1169.4048563639324,1169.2459106445312
state_update,128,128,16,49152,1,tc_transpose,2,1720.5813090006511,1720.4308827718098,1721.0015614827473,1720.5813090006511
state_update,128,128,16,49152,1,tc_direct,3,1946.6752370198567,1946.3231404622395,1946.9781239827473,1946.6752370198567
state_update,128,128,16,49152,1,sm80_transpose_w4,3,1223.9178975423176,1223.8389333089192,1224.1920471191406,1223.9178975423176
state_update,128,128,16,49152,1,tc_transpose,3,1720.3819274902344,1720.3018188476562,1720.7082112630208,1720.3819274902344
state_update,128,128,16,49152,1,sm80_w8,3,1116.8042500813801,1116.603724161784,1116.9077555338542,1116.8042500813801
state_update,128,128,16,49152,1,sm80_w4,3,1169.1285451253254,1169.049580891927,1169.3845113118489,1169.1285451253254
state_update,128,128,16,49152,1,sm80_w1,3,1245.736567179362,1245.3280131022136,1246.1418151855469,1245.736567179362
state_update,128,128,16,49152,1,sm80_pad_w4,3,1168.9844767252605,1168.8341776529949,1169.2768096923828,1168.9844767252605
state_update,128,128,16,49152,1,sm80_w8,4,1116.8703715006511,1116.659164428711,1117.1274820963542,1116.8703715006511
state_update,128,128,16,49152,1,sm80_transpose_w4,4,1224.2357889811199,1224.1141001383464,1224.4042714436848,1224.2357889811199
state_update,128,128,16,49152,1,tc_transpose,4,1720.4522450764973,1720.302963256836,1720.6570943196614,1720.4522450764973
state_update,128,128,16,49152,1,sm80_w4,4,1169.1946665445964,1169.1424051920574,1169.3247477213542,1169.1946665445964
state_update,128,128,16,49152,1,sm80_w1,4,1245.8015441894531,1245.7300821940105,1245.9466298421223,1245.8015441894531
state_update,128,128,16,49152,1,sm80_pad_w4,4,1168.9664204915364,1168.8468933105469,1169.1903432210286,1168.9664204915364
state_update,128,128,16,49152,1,tc_direct,4,1946.6410319010417,1946.3072458902996,1946.9844818115234,1946.6410319010417
square,16,16,16,1,1,sm80_w4,0,2.5802666942278543,2.5642665723959603,2.5898667673269906,2.5802666942278543
square,16,16,16,1,1,tc_transpose,0,3.8581334054470062,3.8165333370367684,3.8730666041374207,3.8581334054470062
square,16,16,16,1,1,sm80_transpose_w4,0,2.588800092538198,2.5557334224383035,2.594133218129476,2.588800092538198
square,16,16,16,1,1,sm80_w1,0,5.506133536497752,5.5007999142011,5.565866827964783,5.506133536497752
square,16,16,16,1,1,tc_direct,0,4.124800115823746,4.097066571315129,4.152533411979675,4.124800115823746
square,16,16,16,1,1,sm80_pad_w4,0,2.769066641728083,2.7669332921504974,2.791466563940048,2.769066641728083
square,16,16,16,1,1,sm80_w8,0,1.7439999928077061,1.735466718673706,1.7525333911180496,1.7439999928077061
square,16,16,16,1,1,sm80_pad_w4,1,2.777600040038427,2.761599918206533,2.8021333118279776,2.777600040038427
square,16,16,16,1,1,tc_transpose,1,3.8592000802357993,3.8560000558694205,3.861333429813385,3.8592000802357993
square,16,16,16,1,1,sm80_transpose_w4,1,2.5631998976071677,2.5621332228183746,2.5792000194390616,2.5631998976071677
square,16,16,16,1,1,sm80_w1,1,5.549866457780202,5.504000186920166,5.569066603978475,5.549866457780202
square,16,16,16,1,1,sm80_w8,1,1.7557332913080852,1.700266698996226,1.7599999904632568,1.7557332913080852
square,16,16,16,1,1,sm80_w4,1,2.570666621128718,2.567466596762339,2.584533393383026,2.570666621128718
square,16,16,16,1,1,tc_direct,1,4.137599964936574,4.109866668780644,4.150400062402089,4.137599964936574
square,16,16,16,1,1,tc_direct,2,4.146133363246918,4.137599964936574,4.1599998871485395,4.146133363246918
square,16,16,16,1,1,sm80_w8,2,1.7546666165192921,1.748266691962878,1.757866640885671,1.7546666165192921
square,16,16,16,1,1,sm80_transpose_w4,2,2.5770666698614755,2.5610665480295816,2.583466718594233,2.5770666698614755
square,16,16,16,1,1,sm80_pad_w4,2,2.772266666094462,2.7679999669392905,2.798933287461599,2.772266666094462
square,16,16,16,1,1,tc_transpose,2,3.867733230193456,3.8165333370367684,3.8751999537150064,3.867733230193456
square,16,16,16,1,1,sm80_w4,2,2.54720002412796,2.5184000531832376,2.571733295917511,2.54720002412796
square,16,16,16,1,1,sm80_w1,2,5.505066613356273,5.5029332637786865,5.515733361244202,5.505066613356273
square,16,16,16,1,1,sm80_w1,3,5.5136000116666155,5.508266886075337,5.566933254400889,5.5136000116666155
square,16,16,16,1,1,tc_transpose,3,3.869866579771042,3.8165333370367684,3.8773333032925925,3.869866579771042
square,16,16,16,1,1,sm80_w4,3,2.575999995072683,2.514133354028066,2.5792000194390616,2.575999995072683
square,16,16,16,1,1,sm80_transpose_w4,3,2.5631998976071677,2.5439999997615814,2.572799970706304,2.5631998976071677
square,16,16,16,1,1,sm80_w8,3,1.7504000415404637,1.7034667233626049,1.7514667163292568,1.7504000415404637
square,16,16,16,1,1,tc_direct,3,4.135466615358989,4.094933221737544,4.14720003803571,4.135466615358989
square,16,16,16,1,1,sm80_pad_w4,3,2.7829334139823914,2.7541334430376687,2.794666588306427,2.7829334139823914
square,16,16,16,1,1,sm80_w8,4,1.7493333667516708,1.7322666943073273,1.758933315674464,1.7493333667516708
square,16,16,16,1,1,sm80_w1,4,5.512533088525136,5.5029332637786865,5.559466779232025,5.512533088525136
square,16,16,16,1,1,sm80_transpose_w4,4,2.570666621128718,2.5663999219735465,2.5770666698614755,2.570666621128718
square,16,16,16,1,1,tc_direct,4,4.152533411979675,4.123733441034953,4.166399935881297,4.152533411979675
square,16,16,16,1,1,tc_transpose,4,3.868799904982249,3.8399999340375266,3.8762666285037994,3.868799904982249
square,16,16,16,1,1,sm80_w4,4,2.5621332228183746,2.515200028816859,2.583466718594233,2.5621332228183746
square,16,16,16,1,1,sm80_pad_w4,4,2.772266666094462,2.75093341867129,2.8469334046045938,2.772266666094462
square,16,16,16,1,32,sm80_pad_w4,0,3.390933324893316,3.3781332274278006,3.4143999218940735,0.10596666640291612
square,16,16,16,1,32,sm80_w8,0,2.3893333971500397,2.365866551796595,2.421333392461141,0.07466666866093874
square,16,16,16,1,32,tc_direct,0,5.505066613356273,5.485866467158,5.514666438102722,0.17203333166738352
square,16,16,16,1,32,sm80_w1,0,6.1823998888333636,6.172800064086914,6.192000210285187,0.1931999965260426
square,16,16,16,1,32,sm80_w4,0,3.1871999303499856,3.1786667803923288,3.2032000521818795,0.09959999782343705
square,16,16,16,1,32,tc_transpose,0,5.233066777388255,5.225599805514018,5.23520012696584,0.16353333679338297
square,16,16,16,1,32,sm80_transpose_w4,0,3.2448001205921173,3.2000000278155007,3.2479998966058097,0.10140000376850367
square,16,16,16,1,32,sm80_pad_w4,1,3.3898666501045227,3.373866776625315,3.421866645415624,0.10593333281576633
square,16,16,16,1,32,tc_direct,1,5.5029332637786865,5.4922665158907575,5.528533458709717,0.17196666449308395
square,16,16,16,1,32,sm80_w4,1,3.180799881617228,3.1701333820819855,3.198933353026708,0.09939999630053838
square,16,16,16,1,32,sm80_w1,1,6.185600161552429,6.181333462397258,6.190933287143707,0.1933000050485134
square,16,16,16,1,32,tc_transpose,1,5.2298665046691895,5.188266436258952,5.24586687485377,0.16343332827091217
square,16,16,16,1,32,sm80_transpose_w4,1,3.2384000718593597,3.2000000278155007,3.2437334458033242,0.10120000224560499
square,16,16,16,1,32,sm80_w8,1,2.421333392461141,2.3679999013741813,2.4288001159826913,0.07566666851441066
square,16,16,16,1,32,sm80_w8,2,2.4117333193620047,2.363733450571696,2.4224000672499337,0.07536666623006265
square,16,16,16,1,32,sm80_w4,2,3.1871999303499856,3.176533430814743,3.2064000765482583,0.09959999782343705
square,16,16,16,1,32,sm80_w1,2,6.179200112819672,6.175999840100606,6.21013343334198,0.19310000352561474
square,16,16,16,1,32,sm80_pad_w4,2,3.383466601371765,3.3770665526390076,3.3887999753157296,0.10573333129286766
square,16,16,16,1,32,tc_direct,2,5.504000186920166,5.491200089454651,5.518933137257894,0.1720000058412552
square,16,16,16,1,32,sm80_transpose_w4,2,3.235200047492981,3.193599979082743,3.2640000184377036,0.10110000148415565
square,16,16,16,1,32,tc_transpose,2,5.233066777388255,5.178666611512502,5.239466826121013,0.16353333679338297
square,16,16,16,1,32,sm80_w1,3,6.187733511130015,6.1749334136645,6.190933287143707,0.19336667222281298
square,16,16,16,1,32,sm80_w4,3,3.179733455181122,3.1733334064483643,3.1882666051387787,0.09936667047441006
square,16,16,16,1,32,tc_direct,3,5.5029332637786865,5.471999943256378,5.524266759554545,0.17196666449308395
square,16,16,16,1,32,tc_transpose,3,5.2191997567812605,5.180799961090088,5.2266667286554975,0.1630999923994144
square,16,16,16,1,32,sm80_w8,3,2.366933226585388,2.36160010099411,2.423466742038727,0.07396666333079338
square,16,16,16,1,32,sm80_pad_w4,3,3.386666625738144,3.3749334514141083,3.3962666988372803,0.105833332054317
square,16,16,16,1,32,sm80_transpose_w4,3,3.2426667710145316,3.2287999987602234,3.25546662012736,0.10133333659420411
square,16,16,16,1,32,sm80_w1,4,6.188799937566121,6.1823998888333636,6.203733384609222,0.19339999804894129
square,16,16,16,1,32,tc_transpose,4,5.221333106358846,5.218133330345154,5.240533252557118,0.16316665957371393
square,16,16,16,1,32,tc_direct,4,5.5007999142011,5.495466788609822,5.5295998851458235,0.1718999973187844
square,16,16,16,1,32,sm80_transpose_w4,4,3.2426667710145316,3.2032000521818795,3.2458665470282235,0.10133333659420411
square,16,16,16,1,32,sm80_w4,4,3.1744000812371573,3.1701333820819855,3.1946666538715363,0.09920000253866117
square,16,16,16,1,32,sm80_w8,4,2.3775999744733176,2.36160010099411,2.4277334411938987,0.07429999920229118
square,16,16,16,1,32,sm80_pad_w4,4,3.3973333736260733,3.3791999022165933,3.4101332227389016,0.10616666792581479
square,16,16,16,12,1,sm80_transpose_w4,0,2.84906675418218,2.8384000062942505,2.865066627661387,2.84906675418218
square,16,16,16,12,1,tc_transpose,0,4.142933338880539,4.085333396991094,4.148266712824504,4.142933338880539
square,16,16,16,12,1,tc_direct,0,4.419200122356415,4.39680020014445,4.434133569399516,4.419200122356415
square,16,16,16,12,1,sm80_w8,0,2.0266667008399963,1.970133309563001,2.0330666253964105,2.0266667008399963
square,16,16,16,12,1,sm80_w1,0,5.91893345117569,5.9093331297238665,5.974400043487549,5.91893345117569
square,16,16,16,12,1,sm80_pad_w4,0,3.05173322558403,3.0442667504151664,3.054933249950409,3.05173322558403
square,16,16,16,12,1,sm80_w4,0,2.845866729815801,2.844800055027008,2.8575999041398368,2.845866729815801
square,16,16,16,12,1,sm80_w8,1,2.0234666764736176,2.0128000527620316,2.0266667008399963,2.0234666764736176
square,16,16,16,12,1,sm80_w1,1,5.91786652803421,5.910400052865346,5.9754664699236555,5.91786652803421
square,16,16,16,12,1,sm80_transpose_w4,1,2.8384000062942505,2.829866607983907,2.8394666810830436,2.8384000062942505
square,16,16,16,12,1,sm80_w4,1,2.8416000306606293,2.836266656716665,2.867199977238973,2.8416000306606293
square,16,16,16,12,1,tc_transpose,1,4.145066688458125,4.126933217048645,4.14720003803571,4.145066688458125
square,16,16,16,12,1,sm80_pad_w4,1,3.0410667260487876,3.0357333521048226,3.05173322558403,3.0410667260487876
square,16,16,16,12,1,tc_direct,1,4.417066772778829,4.409599800904592,4.434133569399516,4.417066772778829
square,16,16,16,12,1,sm80_pad_w4,2,3.0442667504151664,3.0400000512599945,3.05173322558403,3.0442667504151664
square,16,16,16,12,1,tc_transpose,2,4.1386666397253675,4.130133241415024,4.144000013669332,4.1386666397253675
square,16,16,16,12,1,sm80_w1,2,5.95306654771169,5.9168001015981035,5.9754664699236555,5.95306654771169
square,16,16,16,12,1,sm80_w8,2,2.0256000260512033,1.9669332851966221,2.029866725206375,2.0256000260512033
square,16,16,16,12,1,tc_direct,2,4.412800073623657,4.398933549722035,4.4202665487925215,4.412800073623657
square,16,16,16,12,1,sm80_transpose_w4,2,2.843733380238215,2.8373333315054574,2.8501334289709725,2.843733380238215
square,16,16,16,12,1,sm80_w4,2,2.84906675418218,2.843733380238215,2.8639999528725943,2.84906675418218
square,16,16,16,12,1,sm80_w4,3,2.8351999819278717,2.827733258406321,2.8554665545622506,2.8351999819278717
square,16,16,16,12,1,tc_direct,3,4.413866500059764,4.40533310174942,4.419200122356415,4.413866500059764
square,16,16,16,12,1,sm80_w8,3,2.0245333512624106,2.0191999773184457,2.029866725206375,2.0245333512624106
square,16,16,16,12,1,tc_transpose,3,4.134399940570195,4.1173333923021955,4.153600086768468,4.134399940570195
square,16,16,16,12,1,sm80_pad_w4,3,3.047466774781545,3.04213340083758,3.05173322558403,3.047466774781545
square,16,16,16,12,1,sm80_transpose_w4,3,2.8426667054494223,2.8373333315054574,2.8639999528725943,2.8426667054494223
square,16,16,16,12,1,sm80_w1,3,5.91786652803421,5.911466479301453,5.926399926344554,5.91786652803421
square,16,16,16,12,1,tc_transpose,4,4.133333265781403,4.092800120512645,4.148266712824504,4.133333265781403
square,16,16,16,12,1,sm80_w8,4,2.0266667008399963,2.0191999773184457,2.029866725206375,2.0266667008399963
square,16,16,16,12,1,sm80_transpose_w4,4,2.8426667054494223,2.831999957561493,2.848000079393387,2.8426667054494223
square,16,16,16,12,1,sm80_w1,4,5.921066800753276,5.912533402442932,5.9754664699236555,5.921066800753276
square,16,16,16,12,1,sm80_w4,4,2.8394666810830436,2.827733258406321,2.8426667054494223,2.8394666810830436
square,16,16,16,12,1,tc_direct,4,4.403199752171834,4.39680020014445,4.407466451327006,4.403199752171834
square,16,16,16,12,1,sm80_pad_w4,4,3.0432000756263733,3.03466667731603,3.050666550795237,3.0432000756263733
square,16,16,16,12,32,tc_direct,0,5.764266848564148,5.7631999254226685,5.7791997989018755,0.18013333901762962
square,16,16,16,12,32,tc_transpose,0,5.4922665158907575,5.457066496213277,5.509333312511444,0.17163332862158617
square,16,16,16,12,32,sm80_w4,0,3.4517332911491394,3.4442665676275888,3.479466587305069,0.1078666653484106
square,16,16,16,12,32,sm80_w1,0,6.58240020275116,6.559999783833821,6.600533425807953,0.20570000633597374
square,16,16,16,12,32,sm80_pad_w4,0,3.655466685692469,3.6544000109036765,3.664000084002813,0.11423333392788966
square,16,16,16,12,32,sm80_transpose_w4,0,3.515733281771342,3.475199888149897,3.6544000109036765,0.10986666505535443
square,16,16,16,12,32,sm80_w8,0,2.631466587384542,2.6240001122156777,2.668799956639608,0.08223333085576694
square,16,16,16,12,32,sm80_w4,1,3.4517332911491394,3.4506666163603463,3.4559999903043113,0.1078666653484106
